extraction_set_for,extraction_set_id,extraction_set_label,node_name,label
https://purl.humanatlas.io/ref-organ/heart-female#primary,#VHFHeartVH_F_heart_SPARCSet1,SPARC,VH_F_heart_SPARC_mid_lateral_LV,mid lateral left ventricle
https://purl.humanatlas.io/ref-organ/heart-female#primary,#VHFHeartVH_F_heart_SPARCSet1,SPARC,VH_F_heart_SPARC_basal_septum,basal septum
https://purl.humanatlas.io/ref-organ/heart-female#primary,#VHFHeartVH_F_heart_SPARCSet1,SPARC,VH_F_heart_SPARC_base_of_LAA,base of left aortic arch
https://purl.humanatlas.io/ref-organ/heart-female#primary,#VHFHeartVH_F_heart_SPARCSet1,SPARC,VH_F_heart_SPARC_LAA,left aortic arch
https://purl.humanatlas.io/ref-organ/heart-female#primary,#VHFHeartVH_F_heart_SPARCSet1,SPARC,VH_F_heart_SPARC_mid_inf_LV,mid inferior left ventricle
https://purl.humanatlas.io/ref-organ/heart-female#primary,#VHFHeartVH_F_heart_SPARCSet1,SPARC,VH_F_heart_SPARC_mid_ant_LV,mid anterior left ventricle
-,-,Pei,VH_F_heart_Pei_extraction_sites,Pei heart extraction sites
https://purl.humanatlas.io/ref-organ/heart-female#primary,#VHFHeartPeiSet1,Pei,VH_F_heart_Pei_right_atrium,right atrium
https://purl.humanatlas.io/ref-organ/heart-female#primary,#VHFHeartPeiSet1,Pei,VH_F_heart_Pei_RV_free_wall,right ventricle free wall
https://purl.humanatlas.io/ref-organ/heart-female#primary,#VHFHeartPeiSet1,Pei,VH_F_heart_Pei_septum,septum
https://purl.humanatlas.io/ref-organ/heart-female#primary,#VHFHeartPeiSet1,Pei,VH_F_heart_Pei_aortic_root,aortic root
https://purl.humanatlas.io/ref-organ/heart-female#primary,#VHFHeartPeiSet1,Pei,VH_F_heart_Pei_left_atrium,left atrium
https://purl.humanatlas.io/ref-organ/heart-female#primary,#VHFHeartPeiSet1,Pei,VH_F_heart_Pei_RA_SA_node,left atrium SA node
https://purl.humanatlas.io/ref-organ/heart-female#primary,#VHFHeartPeiSet1,Pei,VH_F_heart_Pei_RA_AV_node,right atrium AV node
https://purl.humanatlas.io/ref-organ/heart-female#primary,#VHFHeartPeiSet1,Pei,VH_F_heart_Pei_LV_free_wall,left ventricle free wall
-,-,HuBMAP,VH_F_heart_HuBMAP_extraction_sites,HuBMAP heart extraction sites
https://purl.humanatlas.io/ref-organ/heart-female#primary,#VHFHeartHBMSet1,HuBMAP,VH_F_heart_HuBMAP_LV_free_wall_3cm_fr_apex,Left ventricle
https://purl.humanatlas.io/ref-organ/heart-female#primary,#VHFHeartHBMSet1,HuBMAP,VH_F_heart_HuBMAP_LV_apex,Left ventricle
https://purl.humanatlas.io/ref-organ/heart-female#primary,#VHFHeartHBMSet1,HuBMAP,VH_F_heart_HuBMAP_LA_appendage,Left atrium
https://purl.humanatlas.io/ref-organ/heart-female#primary,#VHFHeartHBMSet1,HuBMAP,VH_F_heart_HuBMAP_RA_appendage,Right atrium appendage
https://purl.humanatlas.io/ref-organ/heart-female#primary,#VHFHeartHBMSet1,HuBMAP,VH_F_heart_HuBMAP_RV_free_wall_3cm_fr_apex,Right ventricle
https://purl.humanatlas.io/ref-organ/heart-female#primary,#VHFHeartHBMSet1,HuBMAP,VH_F_heart_HuBMAP_septum_3cm_fr_apex_including_LAD,Septum
https://purl.humanatlas.io/ref-organ/heart-female#primary,#VHFHeartHBMSet1,HuBMAP,VH_F_heart_HuBMAP_LA_inflow,Left atrium
https://purl.humanatlas.io/ref-organ/heart-female#primary,#VHFHeartHBMSet1,HuBMAP,VH_F_heart_HuBMAP_RA_SA_node,Right atrium
https://purl.humanatlas.io/ref-organ/heart-female#primary,#VHFHeartHBMSet1,HuBMAP,VH_F_heart_HuBMAP_RA_AV_node,Right atrium
https://purl.humanatlas.io/ref-organ/heart-female#primary,#VHFHeartHBMSet1,HuBMAP,VH_F_heart_HuBMAP_posterior_AV_junction_inc_coronary_sinus,Posterior
