OMAP-29 Organ Mapping Antibody Panel (OMAP) for Multiplexed Antibody-Based Imaging of human mouth mucosa with CODEX,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Author Name(s):,Kevin M. Byrd; Quinn Easter; Bruno Matuck,,,,,,,,,,,,,,,,,,,,,,,,
Author ORCID(s):,0000-0002-5565-0524; 0000-0002-8018-0405; 0000-0002-2132-3402,,,,,,,,,,,,,,,,,,,,,,,,
Reviewer(s):,Ellen M. Quardokus; Diane Saunders; Werner Muller; Elizabeth McDonough,,,,,,,,,,,,,,,,,,,,,,,,
Reviewer ORCID(s):,0000-0002-8849-6746; 0000-0002-8849-6746;0000-0002-1297-9725;0000-0001-7524-8260,,,,,,,,,,,,,,,,,,,,,,,,
General Publication(s):,,,,,,,,,,,,,,,,,,,,,,,,,
Data DOI:,https://doi.org/10.48539/HBM222.BJWR.353,,,,,,,,,,,,,,,,,,,,,,,,
Date:,"June 15, 2025",,,,,,,,,,,,,,,,,,,,,,,,
Version Number:,v1.0,,,,,,,,,,,,,,,,,,,,,,,,
omap_id,uniprot_accession_number,HGNC_ID,target_symbol,host,isotype,clonality,clone_id,vendor,catalog_number,lot_number,recombinant,concentration_value,dilution_factor,conjugate,rrid,method,tissue_preservation,cycle_number,fluorescent_reporter,protocol_doi,author_orcid,core_panel,rationale,organ,organ_uberon
OMAP-29,P08575,HGNC:9666,PTPRC,Rabbit,IgG,Monoclonal,D9M8I,Akoya Biosciences,4550121,B366860,Y,,200,Oligonucleotide,AB_3674468,CODEX,FFPE,5,AF647,https://doi.org/10.1101/2024.12.01.626279,0000-0002-5565-0524,Y,This marker is a general immune cell surface marker and is part of the core panel.,mouth mucosa,UBERON:0003729
OMAP-29,P08575-4,HGNC:9666,PTPRC,Mouse,IgG2a,Monoclonal,D9M8I,Akoya Biosciences,4250023,B328418,N,,200,Oligonucleotide,AB_2895053,CODEX,FFPE,5,Atto550,https://doi.org/10.1101/2024.12.01.626279,0000-0002-5565-0524,Y,This marker defines memory T cells;  T cells with prior antigen encounter. and is part of the core panel.,mouth mucosa,UBERON:0003729
OMAP-29,P13591,HGNC:7656,NCAM1,Rabbit,IgG,Monoclonal,CAL53,Akoya Biosciences,4250087,B356689,Y,,200,Oligonucleotide,AB_2936082,CODEX,FFPE,17,Atto550,https://doi.org/10.1101/2024.12.01.626279,0000-0002-5565-0524,N,This marker defines natural killer cell adhesion.,mouth mucosa,UBERON:0003729
OMAP-29,"P13688, P06731, P40199","HGNC:1814, HGNC:1817, HGNC:1818","CEACAM1, CEACAM5, CEACAM6",Mouse,IgG2b,Monoclonal,ASL-32,Akoya Biosciences,4550001,B353004,Y,,200,Oligonucleotide,AB_3475664,CODEX,FFPE,15,AF647,https://doi.org/10.1101/2024.12.01.626279,0000-0002-5565-0524,N,This marker defines acinar cells secretory component.,mouth mucosa,UBERON:0003729
OMAP-29,P34810,HGNC:1693,CD68,Mouse,IgG1,Monoclonal,KP1,Akoya Biosciences,4550113,B362149,Y,,200,Oligonucleotide,AB_2935894,CODEX,FFPE,8,AF647,https://doi.org/10.1101/2024.12.01.626279,0000-0002-5565-0524,N,This marker defines cytokine production.,mouth mucosa,UBERON:0003729
OMAP-29,P01732,HGNC:1706,CD8A,Mouse,IgG1,Monoclonal,C8/144B,Akoya Biosciences,4250012,B343455,N,,200,Oligonucleotide,AB_2915960,CODEX,FFPE,1,Atto550,https://doi.org/10.1101/2024.12.01.626279,0000-0002-5565-0524,N,This marker defines cytotoxic T cells.,mouth mucosa,UBERON:0003729
OMAP-29,P02462,HGNC:2202,COL4A1,Rabbit,IgG,Monoclonal,EPR20966,Akoya Biosciences,4550122,B354778,Y,,200,Oligonucleotide,AB_2927676,CODEX,FFPE,12,AF647,https://doi.org/10.1101/2024.12.01.626279,0000-0002-5565-0524,N,This marker defines regular strcutural vascular endothelial eells and fibroblasts,mouth mucosa,UBERON:0003729
OMAP-29,P16422,HGNC:11529,EPCAM,Rabbit,IgG,Monoclonal,D9S3P,Akoya Biosciences,4450088,B377116,Y,,200,Oligonucleotide,AB_3674473,CODEX,FFPE,3,AF750,https://doi.org/10.1101/2024.12.01.626279,0000-0002-5565-0524,N,This marker defines cells in the G2 cell cycle.,mouth mucosa,UBERON:0003729
OMAP-29,Q9BZS1,HGNC:6106,FOXP3,Mouse,IgG1,Monoclonal,236A/E7,Akoya Biosciences,4550071,B350901,Y,,200,Oligonucleotide,AB_2927679,CODEX,FFPE,2,AF647,https://doi.org/10.1101/2024.12.01.626279,0000-0002-5565-0524,N,This marker defines T regulatory cells.,mouth mucosa,UBERON:0003729
OMAP-29,P09382,HGNC:6561,LGALS1,Rat,IgG2a,Monoclonal,M3/38,Akoya Biosciences,4450034,B355597,N,,200,Oligonucleotide,AB_3477119,CODEX,FFPE,4,Atto550,https://doi.org/10.1101/2024.12.01.626279,0000-0002-5565-0524,N,"This marker defines Various cell types, often in cancer.with apoptosis, proliferation, and differentiation. ",mouth mucosa,UBERON:0003729
OMAP-29,P23771,HGNC:4172,GATA3,Rabbit,IgG,Monoclonal,D13C9,Akoya Biosciences,4250085,B354124,Y,,200,Oligonucleotide,AB_2927677,CODEX,FFPE,9,Atto550,https://doi.org/10.1101/2024.12.01.626279,0000-0002-5565-0524,N,This marker defines T-helper 2 cells; T-helper 2 cell differentiation and function. ,mouth mucosa,UBERON:0003729
OMAP-29,P10144,HGNC:4709,GZMB,Rabbit,IgG,Monoclonal,D6E9W,Akoya Biosciences,4250055,B344458,Y,,200,Oligonucleotide,AB_3472025,CODEX,FFPE,2,Atto550,https://doi.org/10.1101/2024.12.01.626279,0000-0002-5565-0524,N,"This marker defines cytotoxic T lymphocytes (CTLs), and NK cells with cytotoxic activity of killer cells. ",mouth mucosa,UBERON:0003729
OMAP-29,P04439,HGNC:4931,HLA-A,Rabbit,IgG,Monoclonal,EP1395Y,Akoya Biosciences,4450046,B354781,Y,,200,Oligonucleotide,AB_3678453,CODEX,FFPE,4,AF750,https://doi.org/10.1101/2024.12.01.626279,0000-0002-5565-0524,N,This marker defines various immune cells with MHC class I molecule for antigen presentation.,mouth mucosa,UBERON:0003729
OMAP-29,"P01903, P01911","HGNC:4947, HGNC:4948","HLA-DRA, HLA-DRB1",Rabbit,IgG,Monoclonal,EPR3692,Akoya Biosciences,4550118,B315321,Y,,200,Oligonucleotide,AB_3080864,CODEX,FFPE,13,AF647,https://doi.org/10.1101/2024.12.01.626279,0000-0002-5565-0524,N,This marker defines antigen presenterong cells.,mouth mucosa,UBERON:0003729
OMAP-29,Q9Y6W8,HGNC:5351,ICOS,Rabbit,IgG,Monoclonal,D1K2T,Akoya Biosciences,4550117,B340129,Y,,200,Oligonucleotide,AB_3096408,CODEX,FFPE,11,AF647,https://doi.org/10.1101/2024.12.01.626279,0000-0002-5565-0524,N,This marker defines T follicular helper cells and enhances T-cell function and survival. ,mouth mucosa,UBERON:0003729
OMAP-29,P14902,HGNC:6059,IDO1,Mouse,IgG2b,Monoclonal,V1NC3IDO,Akoya Biosciences,4550123,B356693,N,,200,Oligonucleotide,AB_3476035,CODEX,FFPE,9,AF647,https://doi.org/10.1101/2024.12.01.626279,0000-0002-5565-0524,N,"This marker defines various cells, often in the tumor microenvironment with immune suppression via tryptophan catabolism.",mouth mucosa,UBERON:0003729
OMAP-29,P01579,HGNC:5438,IFNG,Rabbit,IgG,Monoclonal,EPR21704,Akoya Biosciences,4250062,B369225,N,,200,Oligonucleotide,AB_3476455,CODEX,FFPE,15,Atto550,https://doi.org/10.1101/2024.12.01.626279,0000-0002-5565-0524,N,"This marker defines T cells, NK cells, macrophages and is critical for immunity against infections and tumors. ",mouth mucosa,UBERON:0003729
OMAP-29,P46013,HGNC:7107,MKI67,Mouse,IgG1,Monoclonal,B56,Akoya Biosciences,4250019,B344458,N,,200,Oligonucleotide,AB_2895046,CODEX,FFPE,3,Atto550,https://doi.org/10.1101/2024.12.01.626279,0000-0002-5565-0524,N,This marker defines cell proliferation in  actively dividing cells.,mouth mucosa,UBERON:0003729
OMAP-29,P02533,HGNC:6416,KRT14,Rabbit,IgG,Polyclonal,,Akoya Biosciences,4450031,B346356,N,,200,Oligonucleotide,AB_3095339,CODEX,FFPE,10,Atto550,https://doi.org/10.1101/2024.12.01.626279,0000-0002-5565-0524,N,This marker defines basal epithelial cells.,mouth mucosa,UBERON:0003729
OMAP-29,"P05787, P05783","HGNC:6446, HGNC:6430","KRT8, KRT18",Mouse,IgG1,Monoclonal,C51,Akoya Biosciences,4450082,B352049,N,,200,Oligonucleotide,AB_3662774,CODEX,FFPE,11,AF750,https://doi.org/10.1101/2024.12.01.626279,0000-0002-5565-0524,N,This marker defines acinar cells and glandular structural cells.,mouth mucosa,UBERON:0003729
OMAP-29,P05164,HGNC:7218,MPO,Rabbit,IgG,Monoclonal,E1E7I,Akoya Biosciences,4250083,B377401,Y,,200,Oligonucleotide,AB_2927678,CODEX,FFPE,8,Atto550,https://doi.org/10.1101/2024.12.01.626279,0000-0002-5565-0524,N,This marker is an indicator of oxidative stress,mouth mucosa,UBERON:0003729
OMAP-29,"P04264, P35908, P12035, P19013, P13647, P02538, P04259, P48668, P08729, P05787, P13645, P02533, P19012, P08779, P08727","HGNC:6412, HGNC:6439, HGNC:6440, HGNC:6441, HGNC:6442, HGNC:6443, HGNC:6444, HGNC:20406, HGNC:6445, HGNC:6446, HGNC:6413, HGNC:6416, HGNC:6421, HGNC:6423, HGNC:6436","KRT1, KRT2, KRT3, KRT4, KRT5, KRT6A, KRT6B, KRT7, KRT8, KRT10, KRT14, KRT15, KRT16, KRT19",Mouse,IgG1,Monoclonal,AE-1/AE-3,Akoya Biosciences,4450020,B343456,N,,200,Oligonucleotide,AB_3083456,CODEX,FFPE,17,AF750,https://doi.org/10.1101/2024.12.01.626279,0000-0002-5565-0524,Y,This marker defines keratinocytes and ductal cells.,mouth mucosa,UBERON:0003729
OMAP-29,Q15116,HGNC:8760,PDCD1,Rabbit,IgG,Monoclonal,D4W2J,Akoya Biosciences,4550038,B344470,Y,,200,Oligonucleotide,AB_3096407,CODEX,FFPE,7,AF647,https://doi.org/10.1101/2024.12.01.626279,0000-0002-5565-0524,N,This marker is an Inhibitory checkpoint protein on T cells .T cells.,mouth mucosa,UBERON:0003729
OMAP-29,Q9NZQ7,HGNC:17635,CD274,Rabbit,IgG,Monoclonal,73-10,Akoya Biosciences,4550128,B349033,Y,,200,Oligonucleotide,AB_3676534,CODEX,FFPE,6,AF647,https://doi.org/10.1101/2024.12.01.626279,0000-0002-5565-0524,N,"This marker defines cancer cells, tumor microenvironment by Inhibits T-cell activation, cancer evasion.",mouth mucosa,UBERON:0003729
OMAP-29,Q16695,HGNC:4778,H3-4,Rat,IgG2a,Monoclonal,HTA28,Akoya Biosciences,4550115,B366112,N,,200,Oligonucleotide,AB_3676530,CODEX,FFPE,3,AF647,https://doi.org/10.1101/2024.12.01.626279,0000-0002-5565-0524,N,This marker defines mitotic cells that are in late G2/M phases of the cell cycle.,mouth mucosa,UBERON:0003729
OMAP-29,Q86YL7,HGNC:29602,PDPN,Rat,IgG2a,Monoclonal,NC-08,Akoya Biosciences,4250094,B355599,N,,200,Oligonucleotide,AB_3082979,CODEX,FFPE,12,Atto550,https://doi.org/10.1101/2024.12.01.626279,0000-0002-5565-0524,N,This marker defines lymphatic endothelial cells.,mouth mucosa,UBERON:0003729
OMAP-29,P62736,HGNC:130,ACTA2,Mouse,IgG2a,Monoclonal,1A4,Akoya Biosciences,4450049,B371548,N,,200,Oligonucleotide,AB_2936084,CODEX,FFPE,12,AF750,https://doi.org/10.1101/2024.12.01.626279,0000-0002-5565-0524,N,This marker defines myoepithelial cells and myofibroblasts.,mouth mucosa,UBERON:0003729
OMAP-29,P08670,HGNC:12692,VIM,Mouse,IgG2a,Monoclonal,O91D3,Akoya Biosciences,4450050,B353005,N,,200,Oligonucleotide,AB_2935889,CODEX,FFPE,15,AF750,https://doi.org/10.1101/2024.12.01.626279,0000-0002-5565-0524,Y,This marker defines fibroblasts and myofibroblasts and is part of the core panel.,mouth mucosa,UBERON:0003729
