"Anatomical Structures, Cell Types and Biomarkers Table for Brain",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Author Name(s):,Jeremy A. Miller; Kimberly Siletti; Richard H. Scheuermann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Author ORCID(s):,0000-0003-4549-588X; 0000-0001-7620-8973; 0000-0003-1355-892X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reviewer(s):,Ed Lein; David Osumi-Sutherland; Ellen M. Quardokus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reviewer ORCID(s):,0000-0001-9012-6552; 0000-0002-7073-9172; 0000-0001-7655-4833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
General Publication(s):,"https://doi.org/10.1002/cne.24080, https://doi.org/ 10.1101/2022.10.12.511898, https://doi.org/10.1038/s41586-021-03465-8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data DOI:,https://doi.org/10.48539/HBM867.NWWP.997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date:,15-Jun-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Version Number:,v1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AS/1,AS/1/LABEL,AS/1/ID,AS/2,AS/2/LABEL,AS/2/ID,AS/3,AS/3/LABEL,AS/3/ID,AS/4,AS/4/LABEL,AS/4/ID,AS/5,AS/5/LABEL,AS/5/ID,AS/6,AS/6/LABEL,AS/6/ID,AS/7,AS/7/LABEL,AS/7/ID,CT/1,CT/1/LABEL,CT/1/ID,CT/1/NOTES,CT/2,CT/2/LABEL,CT/2/ID,CT/2/NOTES,All Gene Biomarkers,BGene/1,BGene/1/LABEL,BGene/1/ID,BGene/2,BGene/2/LABEL,BGene/2/ID,BGene/3,BGene/3/LABEL,BGene/3/ID,BGene/4,BGene/4/LABEL,BGene/4/ID,BGene/5,BGene/5/LABEL,BGene/5/ID,BGene/6,BGene/6/LABEL,BGene/6/ID,FTU/1,FTU/1/LABEL,FTU/1/ID,REF/1,REF/1/ID,REF/1/NOTES,REF/2,REF/2/DOI,REF/2/NOTES
brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,"paracentral lobule, rostral part",anterior segment of paracentral lobule,UBERON:0035932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ding, Song-Lin et al. 2016, ""Comprehensive cellular-resolution atlas of the adult human brain."" J Comp Neurol. 524(16): 3127-481. https://doi.org/10.1002/cne.24080",https://doi.org/10.1002/cne.24080,,,,
brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,paracingulate gyrus,paracingulate gyrus,UBERON:0022398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ding, Song-Lin et al. 2016, ""Comprehensive cellular-resolution atlas of the adult human brain."" J Comp Neurol. 524(16): 3127-481. https://doi.org/10.1002/cne.24080",https://doi.org/10.1002/cne.24080,,,,
brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,frontal operculum,frontal operculum,UBERON:0002947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ding, Song-Lin et al. 2016, ""Comprehensive cellular-resolution atlas of the adult human brain."" J Comp Neurol. 524(16): 3127-481. https://doi.org/10.1002/cne.24080",https://doi.org/10.1002/cne.24080,,,,
brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,orbital operculum,orbital operculum,UBERON:0002593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ding, Song-Lin et al. 2016, ""Comprehensive cellular-resolution atlas of the adult human brain."" J Comp Neurol. 524(16): 3127-481. https://doi.org/10.1002/cne.24080",https://doi.org/10.1002/cne.24080,,,,
brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,rostral gyrus,rostral gyrus,UBERON:0019280,superior rostral gyrus,superior rostral gyrus,UBERON:0019279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ding, Song-Lin et al. 2016, ""Comprehensive cellular-resolution atlas of the adult human brain."" J Comp Neurol. 524(16): 3127-481. https://doi.org/10.1002/cne.24080",https://doi.org/10.1002/cne.24080,,,,
brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,rostral gyrus,rostral gyrus,UBERON:0019280,inferior rostral gyrus,inferior rostral gyrus,UBERON:0019278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ding, Song-Lin et al. 2016, ""Comprehensive cellular-resolution atlas of the adult human brain."" J Comp Neurol. 524(16): 3127-481. https://doi.org/10.1002/cne.24080",https://doi.org/10.1002/cne.24080,,,,
brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,lateral olfactory gyrus,piriform cortex,UBERON:0004725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ding, Song-Lin et al. 2016, ""Comprehensive cellular-resolution atlas of the adult human brain."" J Comp Neurol. 524(16): 3127-481. https://doi.org/10.1002/cne.24080",https://doi.org/10.1002/cne.24080,,,,
brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,frontomarginal gyrus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ding, Song-Lin et al. 2016, ""Comprehensive cellular-resolution atlas of the adult human brain."" J Comp Neurol. 524(16): 3127-481. https://doi.org/10.1002/cne.24080",https://doi.org/10.1002/cne.24080,,,,
brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,frontal pole,frontal pole,UBERON:0002795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ding, Song-Lin et al. 2016, ""Comprehensive cellular-resolution atlas of the adult human brain."" J Comp Neurol. 524(16): 3127-481. https://doi.org/10.1002/cne.24080",https://doi.org/10.1002/cne.24080,,,,
brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,parietal lobe,parietal lobe,UBERON:0001872,postcentral gyrus,postcentral gyrus,UBERON:0002581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ding, Song-Lin et al. 2016, ""Comprehensive cellular-resolution atlas of the adult human brain."" J Comp Neurol. 524(16): 3127-481. https://doi.org/10.1002/cne.24080",https://doi.org/10.1002/cne.24080,,,,
brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,parietal lobe,parietal lobe,UBERON:0001872,supraparietal lobule,superior parietal cortex,UBERON:0006094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ding, Song-Lin et al. 2016, ""Comprehensive cellular-resolution atlas of the adult human brain."" J Comp Neurol. 524(16): 3127-481. https://doi.org/10.1002/cne.24080",https://doi.org/10.1002/cne.24080,,,,
brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,parietal lobe,parietal lobe,UBERON:0001872,inferior parietal lobule,inferior parietal cortex,UBERON:0006088,supramarginal gyrus,supramarginal gyrus,UBERON:0002688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ding, Song-Lin et al. 2016, ""Comprehensive cellular-resolution atlas of the adult human brain."" J Comp Neurol. 524(16): 3127-481. https://doi.org/10.1002/cne.24080",https://doi.org/10.1002/cne.24080,,,,
brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,parietal lobe,parietal lobe,UBERON:0001872,inferior parietal lobule,inferior parietal cortex,UBERON:0006088,angular gyrus,angular gyrus,UBERON:0002686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ding, Song-Lin et al. 2016, ""Comprehensive cellular-resolution atlas of the adult human brain."" J Comp Neurol. 524(16): 3127-481. https://doi.org/10.1002/cne.24080",https://doi.org/10.1002/cne.24080,,,,
brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,parietal lobe,parietal lobe,UBERON:0001872,precuneus,precuneus cortex,UBERON:0006093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ding, Song-Lin et al. 2016, ""Comprehensive cellular-resolution atlas of the adult human brain."" J Comp Neurol. 524(16): 3127-481. https://doi.org/10.1002/cne.24080",https://doi.org/10.1002/cne.24080,,,,
brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,parietal lobe,parietal lobe,UBERON:0001872,"paracentral lobule, caudal part",posterior segment of paracentral lobule,UBERON:0035934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ding, Song-Lin et al. 2016, ""Comprehensive cellular-resolution atlas of the adult human brain."" J Comp Neurol. 524(16): 3127-481. https://doi.org/10.1002/cne.24080",https://doi.org/10.1002/cne.24080,,,,
brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,parietal lobe,parietal lobe,UBERON:0001872,parietal operculum,parietal operculum,UBERON:0002911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ding, Song-Lin et al. 2016, ""Comprehensive cellular-resolution atlas of the adult human brain."" J Comp Neurol. 524(16): 3127-481. https://doi.org/10.1002/cne.24080",https://doi.org/10.1002/cne.24080,,,,
brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,temporal lobe,temporal lobe,UBERON:0001871,superior temporal gyrus,superior temporal gyrus,UBERON:0002769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ding, Song-Lin et al. 2016, ""Comprehensive cellular-resolution atlas of the adult human brain."" J Comp Neurol. 524(16): 3127-481. https://doi.org/10.1002/cne.24080",https://doi.org/10.1002/cne.24080,,,,
brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,temporal lobe,temporal lobe,UBERON:0001871,middle temporal gyrus,middle temporal gyrus,UBERON:0002771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ding, Song-Lin et al. 2016, ""Comprehensive cellular-resolution atlas of the adult human brain."" J Comp Neurol. 524(16): 3127-481. https://doi.org/10.1002/cne.24080",https://doi.org/10.1002/cne.24080,,,,
brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,temporal lobe,temporal lobe,UBERON:0001871,inferior temporal gyrus,inferior temporal gyrus,UBERON:0002751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ding, Song-Lin et al. 2016, ""Comprehensive cellular-resolution atlas of the adult human brain."" J Comp Neurol. 524(16): 3127-481. https://doi.org/10.1002/cne.24080",https://doi.org/10.1002/cne.24080,,,,
brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,temporal lobe,temporal lobe,UBERON:0001871,"occipitotemporal (fusiform) gyrus, temporal part",occipital fusiform gyrus,UBERON:0022364,perirhinal gyrus ( rostral part of FuGt),perirhinal cortex,UBERON:0006083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ding, Song-Lin et al. 2016, ""Comprehensive cellular-resolution atlas of the adult human brain."" J Comp Neurol. 524(16): 3127-481. https://doi.org/10.1002/cne.24080",https://doi.org/10.1002/cne.24080,,,,
brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,temporal lobe,temporal lobe,UBERON:0001871,transverse temporal gyrus (Heschl's gyrus),transverse gyrus of Heschl,UBERON:0003939,rostral (anterior) transverse temporal gyrus,anterior transverse temporal gyrus,UBERON:0002773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ding, Song-Lin et al. 2016, ""Comprehensive cellular-resolution atlas of the adult human brain."" J Comp Neurol. 524(16): 3127-481. https://doi.org/10.1002/cne.24080",https://doi.org/10.1002/cne.24080,,,,
brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,temporal lobe,temporal lobe,UBERON:0001871,transverse temporal gyrus (Heschl's gyrus),transverse gyrus of Heschl,UBERON:0003939,caudal (posterior) transverse temporal gyrus,posterior transverse temporal gyrus,UBERON:0002774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ding, Song-Lin et al. 2016, ""Comprehensive cellular-resolution atlas of the adult human brain."" J Comp Neurol. 524(16): 3127-481. https://doi.org/10.1002/cne.24080",https://doi.org/10.1002/cne.24080,,,,
brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,temporal lobe,temporal lobe,UBERON:0001871,planum temporale,planum temporale,UBERON:0022268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ding, Song-Lin et al. 2016, ""Comprehensive cellular-resolution atlas of the adult human brain."" J Comp Neurol. 524(16): 3127-481. https://doi.org/10.1002/cne.24080",https://doi.org/10.1002/cne.24080,,,,
brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,temporal lobe,temporal lobe,UBERON:0001871,temporal pole,temporal pole,UBERON:0002576,perirhinal lobule,perirhinal cortex,UBERON:0006083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ding, Song-Lin et al. 2016, ""Comprehensive cellular-resolution atlas of the adult human brain."" J Comp Neurol. 524(16): 3127-481. https://doi.org/10.1002/cne.24080",https://doi.org/10.1002/cne.24080,,,,
brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,temporal lobe,temporal lobe,UBERON:0001871,planum polare,planum polare,UBERON:0023861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ding, Song-Lin et al. 2016, ""Comprehensive cellular-resolution atlas of the adult human brain."" J Comp Neurol. 524(16): 3127-481. https://doi.org/10.1002/cne.24080",https://doi.org/10.1002/cne.24080,,,,
brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,occipital lobe,occipital lobe,UBERON:0002021,occipital pole,occipital pole,UBERON:0002902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ding, Song-Lin et al. 2016, ""Comprehensive cellular-resolution atlas of the adult human brain."" J Comp Neurol. 524(16): 3127-481. https://doi.org/10.1002/cne.24080",https://doi.org/10.1002/cne.24080,,,,
brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,occipital lobe,occipital lobe,UBERON:0002021,occipitoparietal transition region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ding, Song-Lin et al. 2016, ""Comprehensive cellular-resolution atlas of the adult human brain."" J Comp Neurol. 524(16): 3127-481. https://doi.org/10.1002/cne.24080",https://doi.org/10.1002/cne.24080,,,,
brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,occipital lobe,occipital lobe,UBERON:0002021,occipitotemporal transition region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ding, Song-Lin et al. 2016, ""Comprehensive cellular-resolution atlas of the adult human brain."" J Comp Neurol. 524(16): 3127-481. https://doi.org/10.1002/cne.24080",https://doi.org/10.1002/cne.24080,,,,
