OMAP-7 Organ Mapping Antibody Panel (OMAP) for Multiplexed Antibody-Based Imaging of Human Lung with Cell DIVE,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Author Name(s):,Christine Surrette; Lisa Lowery; Gloria Pryhuber; Gail Deutsch; Fiona Ginty,,,,,,,,,,,,,,,,,,,,,,,,
Author ORCID(s):,0000-0002-7334-457; 0000-0002-9143-6509; 0000-0002-9185-3994; 0000-0002-0571-0285; 0000-0001-6638-683X,,,,,,,,,,,,,,,,,,,,,,,,
Reviewer(s):,James Hagood; Gail Deutsch; Christopher Werlein; Andrea J. Radtke; Ellen M. Quardokus; Diane C. Saunders; Anna Martinez Casals; Presha Rajbhandari,,,,,,,,,,,,,,,,,,,,,,,,
Reviewer ORCID(s):,0000-0003-3938-0330; 0000-0002-0571-0285; 0000-0002-7694-4257; 0000-0003-4379-8967; 0000-0001-7655-4833; 0000-0002-8849-6746; 0000-0003-2722-1965; 0000-0003-2184-7238,,,,,,,,,,,,,,,,,,,,,,,,
General Publication(s):,https://doi.org/10.1016/j.devcel.2021.11.007; https://doi.org/10.1073/pnas.1300136110,,,,,,,,,,,,,,,,,,,,,,,,
Data DOI:,,,,,,,,,,,,,,,,,,,,,,,,,
Date:,"June 15, 2025",,,,,,,,,,,,,,,,,,,,,,,,
Version number,v1.5,,,,,,,,,,,,,,,,,,,,,,,,
omap_id,uniprot_accession_number,HGNC_ID,target_symbol,host,isotype,clonality,clone_id,vendor,catalog_number,lot_number,recombinant,concentration_value,dilution_factor,conjugate,rrid,method,tissue_preservation,cycle_number,fluorescent_reporter,protocol_doi,author_orcids,core_panel,rationale,organ,organ_uberon
OMAP-7,P50052,HGNC:338,AGTR2,Rabbit,IgG,Polyclonal,,Sigma,SAB3500098,87591802,N,10,,AF555-zenon,AB_10603401,Cell DIVE,FFPE,5,,https://doi.org/10.17504/protocols.io.b4kgqutw,"0000-0002-9185-3994, 0000-0001-6638-683X, 0000-0002-0571-0285, 0000-0002-7334-4571, 0000-0002-9143-6509",N,Used to understand the RAS Pathway/Activation.,lung,UBERON:0002048
OMAP-7,,,,Goat,IgG,Polyclonal,,Invitrogen,Z25305,1040459 ,N,,,AF555,AB_2736950,Cell DIVE,FFPE,5,,https://doi.org/10.17504/protocols.io.b4kgqutw,"0000-0002-9185-3994, 0000-0001-6638-683X, 0000-0002-0571-0285, 0000-0002-7334-4571, 0000-0002-9143-6509",N,"Used as direct fluorescent label for AT2R antibody, see above.",lung,UBERON:0002048
OMAP-7,P05023,HGNC:799,ATP1A1,Rabbit,IgG,,EP1845Y,Abcam,ab167390,GR265604-1,Y,5,,Cy5,AB_2890241,Cell DIVE,FFPE,6,,https://doi.org/10.17504/protocols.io.b4kgqutw,"0000-0002-9185-3994, 0000-0001-6638-683X, 0000-0002-0571-0285, 0000-0002-7334-4571, 0000-0002-9143-6509",N,Used as a segmentation marker for image analysis. This marker represents a prioritized target in the lung OMAP.,lung,UBERON:0002048
OMAP-7,"P04264, P13647, P02538, P04259, P48668, P05787","HGNC:6412, HGNC:6442, HGNC:6443, HGNC:6444, HGNC:20406, HGNC:6446","KRT1, KRT5, KRT6A, KRT6B, KRT6C, KRT8",Mouse,IgG1,,PCK-26,Sigma,C1801,062M4768,N,5,,Cy3,AB_476824,Cell DIVE,FFPE,6,,https://doi.org/10.17504/protocols.io.b4kgqutw,"0000-0002-9185-3994, 0000-0001-6638-683X, 0000-0002-0571-0285, 0000-0002-7334-4571, 0000-0002-9143-6509",N,Defines epithelial cells and used as a segmentation marker for image analysis. This marker represents a prioritized target in the lung OMAP.,lung,UBERON:0002048
OMAP-7,Q9BYF1,HGNC:13557,ACE2,Rabbit,IgG,,EPR4435(2),Abcam,ab239924,GR3341781-5,Y,5,,Cy3,AB_2861381,Cell DIVE,FFPE,7,,https://doi.org/10.17504/protocols.io.b4kgqutw,"0000-0002-9185-3994, 0000-0001-6638-683X, 0000-0002-0571-0285, 0000-0002-7334-4571, 0000-0002-9143-6509",N,Used to understand viral entry. Binds to virus for entry upon cleavage.,lung,UBERON:0002048
OMAP-7,P62753,HGNC:10429,RPS6,Mouse,"IgG2b, kappa",,C-8,Santa Cruz,sc-74459 AF647,D2418,N,5,,AF647,AB_2905501,Cell DIVE,FFPE,7,,https://doi.org/10.17504/protocols.io.b4kgqutw,"0000-0002-9185-3994, 0000-0001-6638-683X, 0000-0002-0571-0285, 0000-0002-7334-4571, 0000-0002-9143-6509",N,Used as a segmentation marker for image analysis. This marker represents a prioritized target in the lung OMAP.,lung,UBERON:0002048
OMAP-7,"P12830, P19022, P22223, P55283, P33151, P55285, Q9ULB5, P55286, Q9ULB4, Q9Y6N8, P55287, P55289, P55290, P55291, O75309, Q12864, Q13634, Q9H159, Q9HBT6, Q9UJ99, Q9H251, Q86UP0","HGNC:1748, HGNC:1759, HGNC:1762, HGNC:1763, HGNC:1764, HGNC:1765, HGNC:1766, HGNC:1767, HGNC:1768, HGNC:1749, HGNC:1750, HGNC:1751, HGNC:1753, HGNC:1754, HGNC:1755, HGNC:1756, HGNC:1757, HGNC:1758, HGNC:1760, HGNC:13251, HGNC:13733, HGNC:14265","CDH1, CDH2, CDH3, CDH4, CDH5, CDH6, CDH7, CDH8, CDH9, CDH10, CDH11, CDH12, CDH13, CDH15, CDH16, CDH17, CDH18, CDH19, CDH20, CDH22, CDH23, CDH24",Rabbit,IgG,Polyclonal,,Neomarkers,RB-9036-P0,9036P909E,N,5,,Cy5,AB_149846,Cell DIVE,FFPE,8,,https://doi.org/10.17504/protocols.io.b4kgqutw,"0000-0002-9185-3994, 0000-0001-6638-683X, 0000-0002-0571-0285, 0000-0002-7334-4571, 0000-0002-9143-6509",N,Used as a segmentation marker for image analysis. This marker represents a prioritized target in the lung OMAP.,lung,UBERON:0002048
OMAP-7,Q15109,HGNC:320,AGER,Goat,IgG,Polyclonal,,R&D Systems,AF1145,HCE0719001,N,5,,Cy3,AB_354628,Cell DIVE,FFPE,8,,https://doi.org/10.17504/protocols.io.b4kgqutw,"0000-0002-9185-3994, 0000-0001-6638-683X, 0000-0002-0571-0285, 0000-0002-7334-4571, 0000-0002-9143-6509",Y,"Defines alveolar epithelial cells, specifically AT1/Type I pneumocytes. This marker represents a core panel and prioritized target in the lung OMAP.",lung,UBERON:0002048
OMAP-7,P11684,HGNC:12523,SCGB1A1,Mouse,IgG2a,,C2,Abcam,ab239472,"KPY01191
 KPY0120121",N,5,,Cy5,AB_2905498,Cell DIVE,FFPE,9,,https://doi.org/10.17504/protocols.io.b4kgqutw,"0000-0002-9185-3994, 0000-0001-6638-683X, 0000-0002-0571-0285, 0000-0002-7334-4571, 0000-0002-9143-6509",Y,Defines club cell of bronchiole. This marker represents a core panel and prioritized target in the lung OMAP.,lung,UBERON:0002048
OMAP-7,P16284,HGNC:8823,PECAM1,Mouse,IgG1,,89C2,Cell Signaling Technology,3528BF,5,N,5,,Cy3,AB_2160882,Cell DIVE,FFPE,9,,https://doi.org/10.17504/protocols.io.b4kgqutw,"0000-0002-9185-3994, 0000-0001-6638-683X, 0000-0002-0571-0285, 0000-0002-7334-4571, 0000-0002-9143-6509",Y,Defines endothelial cells (broadly). Used to understand angiogenesis. This marker represents a core panel and prioritized target in the lung OMAP.,lung,UBERON:0002048
OMAP-7,P04234,HGNC:1673,CD3E,Mouse,"IgG1, kappa",,F7.2.38,Dako,M7254,20036648,N,5,,Cy5,AB_2631163,Cell DIVE,FFPE,10,,https://doi.org/10.17504/protocols.io.b4kgqutw,"0000-0002-9185-3994, 0000-0001-6638-683X, 0000-0002-0571-0285, 0000-0002-7334-4571, 0000-0002-9143-6509",N,Defines T cells and used to understand immune response. This marker represents a prioritized target in the lung OMAP.,lung,UBERON:0002048
OMAP-7,P01730,HGNC:1678,CD4,Rabbit,IgG,,EPR6855,Abcam,ab181724,GR290440-3,Y,5,,Cy3,AB_2864377,Cell DIVE,FFPE,10,,https://doi.org/10.17504/protocols.io.b4kgqutw,"0000-0002-9185-3994, 0000-0001-6638-683X, 0000-0002-0571-0285, 0000-0002-7334-4571, 0000-0002-9143-6509",N,"Defines several subsets of T helper subsets including CD4+ T cells, T regulatory cells, and T follicular helper cells. This marker is also expressed on myeloid cells. Used to understand immune response. This marker represents a prioritized target in the lung OMAP.",lung,UBERON:0002048
OMAP-7,P08174,HGNC:2665,CD55,Rabbit,IgG,Polyclonal,,Proteintech,26580-1-AP,45588,N,10,,Cy3,AB_2880559,Cell DIVE,FFPE,11,,https://doi.org/10.17504/protocols.io.b4kgqutw,"0000-0002-9185-3994, 0000-0001-6638-683X, 0000-0002-0571-0285, 0000-0002-7334-4571, 0000-0002-9143-6509",N,Used to understand the RAS Pathway/Activation.,lung,UBERON:0002048
OMAP-7,P10966,HGNC:1707,CD8A,Mouse,"IgG1, kappa",,C8/144B,Dako,M7103,20071297,N,5,,Cy5,AB_2075537,Cell DIVE,FFPE,11,,https://doi.org/10.17504/protocols.io.b4kgqutw,"0000-0002-9185-3994, 0000-0001-6638-683X, 0000-0002-0571-0285, 0000-0002-7334-4571, 0000-0002-9143-6509",N,Defines cytotoxic T cells. Used to understand immune response. This marker represents a prioritized target in the lung OMAP.,lung,UBERON:0002048
OMAP-7,P08670,HGNC:12692,VIM,Rabbit,IgG,,D21H3,Cell Signaling Technology,9854S,12,N,10,,AF488,AB_10829352,Cell DIVE,FFPE,11,,https://doi.org/10.17504/protocols.io.b4kgqutw,"0000-0002-9185-3994, 0000-0001-6638-683X, 0000-0002-0571-0285, 0000-0002-7334-4571, 0000-0002-9143-6509",N,Defines mesenchymal cells and intermediate filaments. This marker represents a prioritized target in the lung OMAP.,lung,UBERON:0002048
OMAP-7,P11836,HGNC:7315,MS4A1,Rabbit,IgG,,SP32,Spring Bioscience,M3324,130430,Y,5,,Cy3,AB_1660758,Cell DIVE,FFPE,12,,https://doi.org/10.17504/protocols.io.b4kgqutw,"0000-0002-9185-3994, 0000-0001-6638-683X, 0000-0002-0571-0285, 0000-0002-7334-4571, 0000-0002-9143-6509",N,Define B  cells and used to understand immune response. This marker represents a prioritized target in the lung OMAP.,lung,UBERON:0002048
OMAP-7,P34810,HGNC:1693,CD68,Mouse,"IgG1, kappa",,KP1,Thermo Fisher Scientific,MS-397-PABX,397X1607A,N,2.5,,Cy5,AB_720551,Cell DIVE,FFPE,12,,https://doi.org/10.17504/protocols.io.b4kgqutw,"0000-0002-9185-3994, 0000-0001-6638-683X, 0000-0002-0571-0285, 0000-0002-7334-4571, 0000-0002-9143-6509",N,"Defines interstitial macrophages, alveolar macrophages, and M1 macrophages. Used to understand the immune response. This marker represents a prioritized target in the lung OMAP.",lung,UBERON:0002048
OMAP-7,Q6ZYK7,HGNC:9605,COX2,Mouse,"IgG1, kappa",,COX 229,Invitrogen,35-8200,RE231769,N,7.5,,Cy5,AB_2533224,Cell DIVE,FFPE,13,,https://doi.org/10.17504/protocols.io.b4kgqutw,"0000-0002-9185-3994, 0000-0001-6638-683X, 0000-0002-0571-0285, 0000-0002-7334-4571, 0000-0002-9143-6509",N,Used to understand inflammation.,lung,UBERON:0002048
OMAP-7,P04275,HGNC:12726,VWF,Rabbit,IgG,,EPR12010,Abcam,ab179451,GR146138-3,N,2,,Cy3,AB_2890242,Cell DIVE,FFPE,13,,https://doi.org/10.17504/protocols.io.b4kgqutw,"0000-0002-9185-3994, 0000-0001-6638-683X, 0000-0002-0571-0285, 0000-0002-7334-4571, 0000-0002-9143-6509",N,Defines lung megakaryocytes and endothelial cells. Used to understand RAS Pathway/Activation. This marker represents a prioritized target in the lung OMAP.,lung,UBERON:0002048
OMAP-7,P62736,HGNC:130,ACTA2,Mouse,IgG2a,,1A4,Sigma,C6198,127M4859V,N,2.5,,Cy3,AB_476856,Cell DIVE,FFPE,14,,https://doi.org/10.17504/protocols.io.b4kgqutw,"0000-0002-9185-3994, 0000-0001-6638-683X, 0000-0002-0571-0285, 0000-0002-7334-4571, 0000-0002-9143-6509",Y,"Defines myofibroblasts, smooth muscle cells of airways and vessels, and myoepithelial cells of glands. This marker represents a core panel and prioritized target in the lung OMAP.",lung,UBERON:0002048
OMAP-7,P19320,HGNC:12663,VCAM1,Rabbit,IgG,,EPR5047,Abcam,ab134047,"GR3346338-1, GR3375149-1",Y,5,,Cy5,AB_2721053,Cell DIVE,FFPE,14,,https://doi.org/10.17504/protocols.io.b4kgqutw,"0000-0002-9185-3994, 0000-0001-6638-683X, 0000-0002-0571-0285, 0000-0002-7334-4571, 0000-0002-9143-6509",N,Used to understand RAS Pathway/Activation and endothelial cell activation.,lung,UBERON:0002048
OMAP-7,"P01903, P01911","HGNC:4947, HGNC:4948","HLA-DRA, HLA-DRB1",Mouse,IgG2b,,LN3,Thermo Fisher Scientific,MS133PABX,133X1710A,N,5,,Cy5,AB_63218,Cell DIVE,FFPE,15,,https://doi.org/10.17504/protocols.io.b4kgqutw,"0000-0002-9185-3994, 0000-0001-6638-683X, 0000-0002-0571-0285, 0000-0002-7334-4571, 0000-0002-9143-6509",N,Defines antigen presenting cells including macrophages and dendritic cells. This marker represents a prioritized target in the lung OMAP.,lung,UBERON:0002048
OMAP-7,P98088,HGNC:7515,MUC5AC,Mouse,IgG1,,1-13M1,Abcam,ab24070,"GR3360418-1, GR3361326-1",N,5,,Cy3,AB_447844,Cell DIVE,FFPE,15,,https://doi.org/10.17504/protocols.io.b4kgqutw,"0000-0002-9185-3994, 0000-0001-6638-683X, 0000-0002-0571-0285, 0000-0002-7334-4571, 0000-0002-9143-6509",N,Defines lung goblet cells. This marker represents a prioritized target in the lung OMAP.,lung,UBERON:0002048
