OMAP-32: Organ Mapping Antibody Panel (OMAP) for Multiplexed Antibody-Based Imaging of Human Uterus with CODEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Author Name(s):,Alexander Cabrera; Jean Rosario; Kathleen O'Neill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Author ORCID(s):,0009-0007-0189-026X; 0000-0002-6116-5058; 0000-0003-1980-6840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reviewer(s):,Diane Saunders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reviewer ORCID(s):,0000-0002-8849-6746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
General Publication(s):,https://doi.org/10.1038/s41596-021-00556-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data DOI:,https://doi.org/10.48539/HBM572.HZXX.944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date:,"December 15, 2025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Version Number:,v1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omap_id,uniprot_accession_number,HGNC_ID,target_symbol,host,isotype,clonality,clone_id,vendor,catalog_number,lot_number,recombinant,concentration_value,dilution_factor,conjugate,rrid,method,tissue_preservation,cycle_number,fluorescent_reporter,protocol_doi,author_orcids,core_panel,rationale,organ,organ_uberon,,,,,,,,,,,,,,,,,,,
OMAP-32,P08575-4,HGNC:9666,PTPRC,Mouse,IgG2a,Monoclonal,UCHL1,Akoya Biosciences,4550127,,N,,200,Oligonucleotide,AB_3662766,CODEX,FFPE,5,AF647,https://doi.org/10.17504/protocols.io.q26g79ep1vwz/v1,0009-0007-0189-026X; 0000-0002-6116-5058; 0000-0003-1980-6840,N,This marker defines macrophages.,Uterus,UBERON:0000995,,,,,,,,,,,,,,,,,,,
OMAP-32,Q03135,HGNC:1527,CAV1,Rabbit,IgG,Monoclonal,D46G3,Akoya Biosciences,4450084,,Y,,200,Oligonucleotide,AB_3662763,CODEX,FFPE,5,AF750,https://doi.org/10.17504/protocols.io.q26g79ep1vwz/v1,0009-0007-0189-026X; 0000-0002-6116-5058; 0000-0003-1980-6840,Y,This marker defines endothelial cells and is part of the core panel for human uterus.,Uterus,UBERON:0000995,,,,,,,,,,,,,,,,,,,
OMAP-32,Q86YL7,HGNC:29602,PDPN,Rat,IgG2a,Monoclonal,NC-08,Akoya Biosciences,4250094,,N,,200,Oligonucleotide,AB_3082979,CODEX,FFPE,5,Atto550,https://doi.org/10.17504/protocols.io.q26g79ep1vwz/v1,0009-0007-0189-026X; 0000-0002-6116-5058; 0000-0003-1980-6840,Y,This marker defines lymphatic endothelial cells and some immune cells and is part of the core panel for human uterus.,Uterus,UBERON:0000995,,,,,,,,,,,,,,,,,,,
OMAP-32,P28906,HGNC:1662,CD34,Mouse,IgG1,Monoclonal,QBEND10,Akoya Biosciences,4550133,,N,,200,Oligonucleotide,AB_3662764,CODEX,FFPE,6,AF647,https://doi.org/10.17504/protocols.io.q26g79ep1vwz/v1,0009-0007-0189-026X; 0000-0002-6116-5058; 0000-0003-1980-6840,N,This marker defines endothelial cells and some fibroblasts.,Uterus,UBERON:0000995,,,,,,,,,,,,,,,,,,,
OMAP-32,P46013,HGNC:7107,MKI67,Mouse,IgG1,Monoclonal,B56,Akoya Biosciences,4450096,,N,,200,Oligonucleotide,AB_3094497,CODEX,FFPE,6,AF750,https://doi.org/10.17504/protocols.io.q26g79ep1vwz/v1,0009-0007-0189-026X; 0000-0002-6116-5058; 0000-0003-1980-6840,N,This marker defines proliferating cells.,Uterus,UBERON:0000995,,,,,,,,,,,,,,,,,,,
OMAP-32,P16284,HGNC:8823,PECAM1,Rabbit,IgG,Monoclonal,EP3095,Akoya Biosciences,4250104,,Y,,200,Oligonucleotide,AB_3662762,CODEX,FFPE,6,Atto550,https://doi.org/10.17504/protocols.io.q26g79ep1vwz/v1,0009-0007-0189-026X; 0000-0002-6116-5058; 0000-0003-1980-6840,N,This marker defines vascular endothelial cells.,Uterus,UBERON:0000995,,,,,,,,,,,,,,,,,,,
OMAP-32,P01730,HGNC:1678,CD4,Rabbit,IgG,Monoclonal,EPR6855,Akoya Biosciences,4350018,,Y,,200,Oligonucleotide,AB_2915936,CODEX,FFPE,7,AF647,https://doi.org/10.17504/protocols.io.q26g79ep1vwz/v1,0009-0007-0189-026X; 0000-0002-6116-5058; 0000-0003-1980-6840,N,This marker defines helper T cells.,Uterus,UBERON:0000995,,,,,,,,,,,,,,,,,,,
OMAP-32,P11215,HGNC:6149,ITGAM,Rat,IgG2b ,Monoclonal,M1/70.15,Novus Biologicals,NBP2-80626,,N,,200,Oligonucleotide,AB_3409693,CODEX,FFPE,7,AF750,https://doi.org/10.17504/protocols.io.q26g79ep1vwz/v1,0009-0007-0189-026X; 0000-0002-6116-5058; 0000-0003-1980-6840,N,This marker defines monocytes.,Uterus,UBERON:0000995,,,,,,,,,,,,,,,,,,,
OMAP-32,P08575,HGNC:9666,PTPRC,Rabbit,IgG,Monoclonal,D9M8I,Akoya Biosciences,4250099,,Y,,200,Oligonucleotide,AB_3662765,CODEX,FFPE,7,Atto550,https://doi.org/10.17504/protocols.io.q26g79ep1vwz/v1,0009-0007-0189-026X; 0000-0002-6116-5058; 0000-0003-1980-6840,N,This marker defines leukocytes.,Uterus,UBERON:0000995,,,,,,,,,,,,,,,,,,,
OMAP-32,P34810,HGNC:1693,CD68,Mouse,IgG1,Monoclonal,KP1,Akoya Biosciences,4550113,,Y,,200,Oligonucleotide,AB_2935894,CODEX,FFPE,8,AF647,https://doi.org/10.17504/protocols.io.q26g79ep1vwz/v1,0009-0007-0189-026X; 0000-0002-6116-5058; 0000-0003-1980-6840,N,"This marker defines macrophages, monocyte, dendritic cells, and granulocytes.",Uterus,UBERON:0000995,,,,,,,,,,,,,,,,,,,
OMAP-32,P62736,HGNC:130,ACTA2,Mouse,IgG2a,Monoclonal,1A4,Akoya Biosciences,4450049,,Y,,200,Oligonucleotide,AB_2936084,CODEX,FFPE,8,AF750,https://doi.org/10.17504/protocols.io.q26g79ep1vwz/v1,0009-0007-0189-026X; 0000-0002-6116-5058; 0000-0003-1980-6840,Y,This marker defines smooth muscle cells and ciliated epithelial (CE4) cells and is part of the core panel for human uterus.,Uterus,UBERON:0000995,,,,,,,,,,,,,,,,,,,
OMAP-32,P08571,HGNC:1628,CD14,Rabbit,IgG,Monoclonal,EPR3653,Akoya Biosciences,4450047,,Y,,200,Oligonucleotide,AB_3083457,CODEX,FFPE,8,Atto550,https://doi.org/10.17504/protocols.io.q26g79ep1vwz/v1,0009-0007-0189-026X; 0000-0002-6116-5058; 0000-0003-1980-6840,N,This marker defines myeloid cells.,Uterus,UBERON:0000995,,,,,,,,,,,,,,,,,,,
OMAP-32,P15018,HGNC:6596,LIF,Mouse,IgG2b,Monoclonal,9824,Thermo Fisher Scientific,MA5-23809,,N,,126,Oligonucleotide,AB_2609405,CODEX,FFPE,9,AF647,https://doi.org/10.17504/protocols.io.q26g79ep1vwz/v1,0009-0007-0189-026X; 0000-0002-6116-5058; 0000-0003-1980-6840,Y,This marker defines non-ciliated secretory epithelial cells and lymphocytes and is part of the core panel for human uterus.,Uterus,UBERON:0000995,,,,,,,,,,,,,,,,,,,
OMAP-32,P43121,HGNC:6934,MCAM,Rabbit,IgG,Monoclonal,EPR3208,Abcam,ab210072,,Y,,200,Oligonucleotide,AB_3081922,CODEX,FFPE,9,AF750,https://doi.org/10.17504/protocols.io.q26g79ep1vwz/v1,0009-0007-0189-026X; 0000-0002-6116-5058; 0000-0003-1980-6840,N,This marker defines smooth muscle cells and neuronal cells.,Uterus,UBERON:0000995,,,,,,,,,,,,,,,,,,,
OMAP-32,P04439,HGNC:4931,HLA-A,Rabbit,IgG,Monoclonal,EP1395Y,Akoya Biosciences,4250100,,Y,,200,Oligonucleotide,AB_3678453,CODEX,FFPE,9,Atto550,https://doi.org/10.17504/protocols.io.q26g79ep1vwz/v1,0009-0007-0189-026X; 0000-0002-6116-5058; 0000-0003-1980-6840,N,This marker defines MHC I cells.,Uterus,UBERON:0000995,,,,,,,,,,,,,,,,,,,
OMAP-32,P19022,HGNC:1759,CDH2,Mouse,IgG1 ,Monoclonal,3B9,Thermo Fisher Scientific,33-3900,,N,,126,Oligonucleotide,AB_2313779,CODEX,FFPE,10,AF647,https://doi.org/10.17504/protocols.io.q26g79ep1vwz/v1,0009-0007-0189-026X; 0000-0002-6116-5058; 0000-0003-1980-6840,Y,This marker defines progenitor epithelial cells and lymphocytes and is part of the core panel for human uterus.,Uterus,UBERON:0000995,,,,,,,,,,,,,,,,,,,
OMAP-32,O75473,HGNC:4504,LGR5,Mouse,IgG1,Monoclonal,OTI2A2,Abcam,ab273092,,N,,126,Oligonucleotide,AB_2923197,CODEX,FFPE,10,AF750,https://doi.org/10.17504/protocols.io.q26g79ep1vwz/v1,0009-0007-0189-026X; 0000-0002-6116-5058; 0000-0003-1980-6840,N,This marker defines epithelial stem cells.,Uterus,UBERON:0000995,,,,,,,,,,,,,,,,,,,
OMAP-32,O00755,HGNC:12786,WNT7A,Rabbit,IgG,Monoclonal,EPR23471-12,Abcam,ab274324,,Y,,200,Oligonucleotide,AB_3696064,CODEX,FFPE,10,Atto550,https://doi.org/10.17504/protocols.io.q26g79ep1vwz/v1,0009-0007-0189-026X; 0000-0002-6116-5058; 0000-0003-1980-6840,N,This marker defines luminal endothelial cells.,Uterus,UBERON:0000995,,,,,,,,,,,,,,,,,,,
OMAP-32,O43347,HGNC:7330,MSI1,Rabbit,IgG,Monoclonal,EP1302,Abcam,ab221797,,Y,,126,Oligonucleotide,AB_3696061,CODEX,FFPE,11,AF750,https://doi.org/10.17504/protocols.io.q26g79ep1vwz/v1,0009-0007-0189-026X; 0000-0002-6116-5058; 0000-0003-1980-6840,N,This marker defines epithelial stem cells.,Uterus,UBERON:0000995,,,,,,,,,,,,,,,,,,,
OMAP-32,P22083,HGNC:4015,FUT4,Mouse,IgG3,Monoclonal,MC813-70,Abcam,ab16287,,N,,200,Oligonucleotide,AB_778073,CODEX,FFPE,11,Atto550,https://doi.org/10.17504/protocols.io.q26g79ep1vwz/v1,0009-0007-0189-026X; 0000-0002-6116-5058; 0000-0003-1980-6840,N,"This marker defines epithelial stem cells, non-ciliated secretory epithelial cells, and neutrophils.",Uterus,UBERON:0000995,,,,,,,,,,,,,,,,,,,
OMAP-32,P48436,HGNC:11204,SOX9,Mouse,IgG1 ,Monoclonal,GMPR9,Thermo Fisher Scientific,14-9765-82,,N,,200,Oligonucleotide,AB_2573006,CODEX,FFPE,11,Atto550,https://doi.org/10.17504/protocols.io.q26g79ep1vwz/v1,0009-0007-0189-026X; 0000-0002-6116-5058; 0000-0003-1980-6840,N,This marker defines epithelial cells.,Uterus,UBERON:0000995,,,,,,,,,,,,,,,,,,,
OMAP-32,P46531,HGNC:7881,NOTCH1,Rabbit,IgG,Monoclonal,SJ205,Thermo Fisher Scientific,MA5-32080,,Y,,200,Oligonucleotide,AB_2809374,CODEX,FFPE,12,AF647,https://doi.org/10.17504/protocols.io.q26g79ep1vwz/v1,0009-0007-0189-026X; 0000-0002-6116-5058; 0000-0003-1980-6840,N,This is a marker for decidualization.,Uterus,UBERON:0000995,,,,,,,,,,,,,,,,,,,
OMAP-32,P42702,HGNC:6597,LIFR,Rabbit,IgG,Monoclonal,1,Thermo Fisher Scientific,MA5-43123,,Y,,126,Oligonucleotide,AB_2912260,CODEX,FFPE,12,AF750,https://doi.org/10.17504/protocols.io.q26g79ep1vwz/v1,0009-0007-0189-026X; 0000-0002-6116-5058; 0000-0003-1980-6840,N,This marker defines epithelial stem cells and mesnchimal stem cells.,Uterus,UBERON:0000995,,,,,,,,,,,,,,,,,,,
OMAP-32,O14645,HGNC:14353,DNALI1,Rabbit,IgG,Polyclonal,,Novus Biologicals,NBP2-16197,,N,,200,Oligonucleotide,AB_3263404,CODEX,FFPE,13,AF750,https://doi.org/10.17504/protocols.io.q26g79ep1vwz/v1,0009-0007-0189-026X; 0000-0002-6116-5058; 0000-0003-1980-6840,N,This marker defines ciliated epithelial cells.,Uterus,UBERON:0000995,,,,,,,,,,,,,,,,,,,
OMAP-32,Q9UGT4,HGNC:30667,SUSD2,Rabbit,IgG,Polyclonal,,Thermo Fisher Scientific,PA5-52053,,N,,150,Oligonucleotide,AB_2648095,CODEX,FFPE,13,Atto550,https://doi.org/10.17504/protocols.io.q26g79ep1vwz/v1,0009-0007-0189-026X; 0000-0002-6116-5058; 0000-0003-1980-6840,N,This marker defines mesenchymal stem cells and is a marker for decidualization.,Uterus,UBERON:0000995,,,,,,,,,,,,,,,,,,,
OMAP-32,Q01860,HGNC:9221,POU5F1,Rabbit,IgG,Monoclonal,EPR17929,Abcam,ab271937,,Y,,200,Oligonucleotide,AB_3696063,CODEX,FFPE,14,Atto550,https://doi.org/10.17504/protocols.io.q26g79ep1vwz/v1,0009-0007-0189-026X; 0000-0002-6116-5058; 0000-0003-1980-6840,N,This marker defines stem cells.,Uterus,UBERON:0000995,,,,,,,,,,,,,,,,,,,
OMAP-32,P09619,HGNC:8804,PDGFRB,Rabbit,IgG,Monoclonal,G.290.3,Thermo Fisher Scientific,MA5-15143,,N,,150,Oligonucleotide,AB_10985851,CODEX,FFPE,12,Atto550,https://doi.org/10.17504/protocols.io.q26g79ep1vwz/v1,0009-0007-0189-026X; 0000-0002-6116-5058; 0000-0003-1980-6840,N,"This marker defines pericytes, stromal fibroblasts, and smooth muscle cells.",Uterus,UBERON:0000995,,,,,,,,,,,,,,,,,,,
OMAP-32,P09619,HGNC:8804,PDGFRB,Rabbit,IgG,Monoclonal,EPR26830-84,Abcam,ab313778,,Y,,126,Oligonucleotide,AB_3696060,CODEX,FFPE,13,AF647,https://doi.org/10.17504/protocols.io.q26g79ep1vwz/v1,0009-0007-0189-026X; 0000-0002-6116-5058; 0000-0003-1980-6840,N,"This marker defines pericytes, stromal fibroblasts, and smooth muscle cells.",Uterus,UBERON:0000995,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
