OMAP-23: Organ Mapping Antibody Panel (OMAP) for Multiplexed Antibody-Based Imaging of vermiform appendix (FFPE) with MICS on MACSima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Author Name(s):,Werner Müller; Julia Femel; Andreas Bosio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Author ORCiD(s):,0000-0002-1297-9725; 0009-0008-1003-987X; 0000-0001-9776-2535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reviewer(s):,Andrea J. Radtke; Diane C. Saunders; Ellen M. Quardokus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reviewer ORCiD(s):,0000-0003-4379-8967; 0000-0002-8849-6746; 0000-0001-7655-4833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
General Publication(s):,https://doi.org/10.1038/s41598-022-05841-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data DOI:,https://doi.org/10.48539/HBM554.CZZX.885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date:,"December 15, 2025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Version Number:,v1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omap_id,uniprot_accession_number,HGNC_ID,target_symbol,host,isotype,clonality,clone_id,vendor,catalog_number,lot_number,recombinant,concentration_value,dilution_factor,conjugate,rrid,method,tissue_preservation,cycle_number,fluorescent_reporter,protocol_doi,author_orcids,core_panel,rationale,organ,organ_uberon,,,,,,,,,,,,,,,,,,,
OMAP-23,P11836,HGNC:7315,MS4A1,Human,IgG1,Monoclonal,REA1087,Miltenyi Biotec,130-118-292,,Y,,50,FITC,AB_2857425,MICS,FFPE,6,,https://doi.org/10.1101/2023.10.27.564191,0000-0002-1297-9725,Y,CD20 is expressed on B cells and defines B cell follicles This marker represents a prioritized target in the vermiform appendix OMAP.,vermiform appendix,UBERON:0001154,,,,,,,,,,,,,,,,,,,
OMAP-23,P20702,HGNC:6152,ITGAX,Human,IgG1,Monoclonal,REAL1327,Miltenyi Biotec,130-133-325,,Y,,50,VioB 515,AB_3664272,MICS,FFPE,6,,https://doi.org/10.1101/2023.10.27.564191,0000-0002-1297-9725,N,CD11c or integrin alpha X is expressed mainly on dendritic cells.,vermiform appendix,UBERON:0001154,,,,,,,,,,,,,,,,,,,
OMAP-23,P46013,HGNC:7107,MKI67,Human,IgG1,Monoclonal,REAL1047,Miltenyi Biotec,130-127-837,,Y,,50,FITC,AB_2905309,MICS,FFPE,7,,https://doi.org/10.1101/2023.10.27.564191,0000-0002-1297-9725,Y,Ki67 is expressed in the nucleus of proliferating cells. It defines dark zone (Ki67++) of the germinal center. This marker is essential for assessing cell division and proliferation. This marker represents a core panel and prioritized target in the vermiform appendix OMAP.,vermiform appendix,UBERON:0001154,,,,,,,,,,,,,,,,,,,
OMAP-23,P16284,HGNC:8823,PECAM1,Human,IgG1,Monoclonal,REA1312,Miltenyi Biotec,130-128-769,,Y,,25,PE,AB_2904938,MICS,FFPE,7,,https://doi.org/10.1101/2023.10.27.564191,0000-0002-1297-9725,Y,CD31 is expressed on endothelia cells.,vermiform appendix,UBERON:0001154,,,,,,,,,,,,,,,,,,,
OMAP-23,"P13647,P02538,P05787,Q04695,P08727","HGNC:6442,HGNC:6443,HGNC:6446,HGNC:6427,HGNC:6430","KRT5, KRT6A,KRT8,KRT17,KRT18",Human,IgG1,Monoclonal,REA1141,Miltenyi Biotec,130-120-096,,Y,,50,APC,AB_2857503,MICS,FFPE,8,,https://doi.org/10.1101/2023.10.27.564191,0000-0002-1297-9725,Y,Cytokeratins are expressed on epithelia cells. In the vermiform appendix the cells expressing the cytokeratins define the cells of the border between the tissue and the lumen. It is therefore part of the core pannel.,vermiform appendix,UBERON:0001154,,,,,,,,,,,,,,,,,,,
OMAP-23,Q86VB7,HGNC:1631,CD163,Human,IgG1,Monoclonal,REA1309,Miltenyi Biotec,130-127-908,,Y,,50,PE,AB_2928274,MICS,FFPE,8,,https://doi.org/10.1101/2023.10.27.564191,0000-0002-1297-9725,N,CD163 is a scavenger receptor and mainly expressed on M2 type macrophages.,vermiform appendix,UBERON:0001154,,,,,,,,,,,,,,,,,,,
OMAP-23,P16422,HGNC:11529,EPCAM,Human,IgG1,Monoclonal,REA1311,Miltenyi Biotec,130-127-909,,Y,,50,PE,AB_2928416,MICS,FFPE,9,,https://doi.org/10.1101/2023.10.27.564191,0000-0002-1297-9725,Y,CD326 or EPCAM-1 is expressed on epithelia cells. In the vermiform appendix it is surrounding the mucus gland elements and the lumen.,vermiform appendix,UBERON:0001154,,,,,,,,,,,,,,,,,,,
OMAP-23,P62736,HGNC:130,ACTA2,Human,IgG1,Monoclonal,REAL650,Miltenyi Biotec,130-123-363,,Y,,50,FITC,AB_2857589,MICS,FFPE,10,,https://doi.org/10.1101/2023.10.27.564191,0000-0002-1297-9725,N,Alpha smooth muscle actin defines the fibroblastic reticular network and vasculature of the vermiform appendix. This is an essential marker for many cell types including smooth muscle cells and many subsets of fibroblasts. This marker represents a prioritized target in the vermiform appendix OMAP.,vermiform appendix,UBERON:0001154,,,,,,,,,,,,,,,,,,,
OMAP-23,P34810,HGNC:1693,CD68,Human,IgG1,Monoclonal,REA1306,Miltenyi Biotec,130-128-345,,Y,,50,PE,AB_2905104,MICS,FFPE,10,,https://doi.org/10.1101/2023.10.27.564191,0000-0002-1297-9725,N,CD68 cannot be used to define a specific anatomical structure but is expressed by many subsets of myeloid cells. This marker represents a prioritized target in the vermiform appendix OMAP.,vermiform appendix,UBERON:0001154,,,,,,,,,,,,,,,,,,,
OMAP-23,P08575-9,HGNC:9666,PTPRC,Human,IgG1,Monoclonal,REA119 ,Miltenyi Biotec,130-126-373,,Y,,50,FITC,AB_2876979,MICS,FFPE,11,,https://doi.org/10.1101/2023.10.27.564191,0000-0002-1297-9725,N,CD45RB is a splice variant of the CD45 gene. It is expressed on many Immune cells. Naive T cells express the CD45RB splice variant.,vermiform appendix,UBERON:0001154,,,,,,,,,,,,,,,,,,,
OMAP-23,P08575-8,HGNC:9666,PTPRC,Human,IgG1,Monoclonal,REAL164 ,Miltenyi Biotec,130-112-097,,Y,,50,APC,AB_2819365,MICS,FFPE,11,,https://doi.org/10.1101/2023.10.27.564191,0000-0002-1297-9725,Y,CD45RA is a splice variant of the CD45 gene. This splice variant is expressed on NaiveCD4 and CD8 T cells and a B cell subset.,vermiform appendix,UBERON:0001154,,,,,,,,,,,,,,,,,,,
OMAP-23,P08575-4 ,HGNC:9666,PTPRC,Human,IgG1,Monoclonal,REA611,Miltenyi Biotec,130-109-429,,Y,,50,PE,AB_2658369,MICS,FFPE,11,,https://doi.org/10.1101/2023.10.27.564191,0000-0002-1297-9725,Y,CD45RO is a splice variant of the CD45 gene. It is expressed on Memory T cells.,vermiform appendix,UBERON:0001154,,,,,,,,,,,,,,,,,,,
OMAP-23,P01903,HGNC:4947,HLA-DRA,Human,IgG1,Monoclonal,REAL550,Miltenyi Biotec,130-123-076,,Y,,50,FITC,AB_2857572,MICS,FFPE,12,,https://doi.org/10.1101/2023.10.27.564191,0000-0002-1297-9725,Y,HLA-DR is expressed on antigen presenting cells. It defines B cell follicles (HLA-DR+) and germinal centers (HLA-DR++). This marker represents a core panel and prioritized target in the vermiform appendix OMAP.,vermiform appendix,UBERON:0001154,,,,,,,,,,,,,,,,,,,
OMAP-23,P11912,HGNC:1698,CD79A,Human,IgG1,Monoclonal,REA1168,Miltenyi Biotec,130-120-934,,Y,,50,APC,AB_2784277,MICS,FFPE,12,,https://doi.org/10.1101/2023.10.27.564191,0000-0002-1297-9725,N,"CD79a is an antigen highly expressed by plasma cells. In this panel, CD138 and the Plasma Cell marker are strongly expressed on plasma cells. Most plasma cells are located in the extra follicular region of the vermiform appendix. This marker represents a prioritized target in the vermiform appendix OMAP. ",vermiform appendix,UBERON:0001154,,,,,,,,,,,,,,,,,,,
OMAP-23,Q15661,HGNC:12019,TPSAB1,Human,IgG1,Monoclonal,REAL798,Miltenyi Biotec,130-125-278,,Y,,100,APC,AB_2857771,MICS,FFPE,13,,https://doi.org/10.1101/2023.10.27.564191,0000-0002-1297-9725,N,Mast cell tryptase is expressed in Mast cells.,vermiform appendix,UBERON:0001154,,,,,,,,,,,,,,,,,,,
OMAP-23,P18827,HGNC:10658,SDC1,Human,IgG1,Monoclonal,REA929,Miltenyi Biotec,130-127-977,,Y,,50,APC,AB_2904714,MICS,FFPE,14,,https://doi.org/10.1101/2023.10.27.564191,0000-0002-1297-9725,N,CD138 is a marker for plasma cells along with CD79a markers. Most plasma cells are located in the extra follicular region of the vermiform appendix. This marker represents a prioritized target in the vermiform appendix OMAP. CD138 also defines the epithelium of the vermiform appendix.,vermiform appendix,UBERON:0001154,,,,,,,,,,,,,,,,,,,
OMAP-23,P03372,HGNC:3467,ESR1,Human,IgG1,Monoclonal,REAL1292,Miltenyi Biotec,130-130-135,,Y,,50,PE,AB_2922260,MICS,FFPE,14,,https://doi.org/10.1101/2023.10.27.564191,0000-0002-1297-9725,N,ESR1 is positive in many cells of the vermiform appendix. It can be used to improve cell segmentation in the vermiform appendix. Is is expressed in germinal center but not in the marginal zone.,vermiform appendix,UBERON:0001154,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
