omap_id,uniprot_accession_number,HGNC_ID,target_symbol,host,isotype,clonality,clone_id,vendor,catalog_number,lot_number,recombinant,concentration_value,dilution_factor,conjugate,rrid,method,tissue_preservation,cycle_number,fluorescent_reporter,protocol_doi,author_orcids,core_panel,rationale,organ,organ_uberon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OMAP-13,P08575,HGNC:9666,PTPRC,Mouse,IgG1,Monoclonal,HI30,Akoya Biosciences,4150003,B346360,N,,200,Oligonucleotide,AB_2895052,CODEX,4% PFA fixed frozen,1,AF488,doi.org/10.17504/protocols.io.36wgq7dryvk5/v1,"0000-0002-8849-6746, 0000-0002-1482-5359",N,Essential marker to identify immune cells (pan-leukocyte).,Pancreas,UBERON:0001264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OMAP-13,P15391,HGNC:1633,CD19,Mouse,IgG1,Monoclonal,HIB19,Akoya Biosciences,4550099,B346349,N,,200,Oligonucleotide,AB_2924255,CODEX,4% PFA fixed frozen,1,AF647,doi.org/10.17504/protocols.io.36wgq7dryvk5/v1,"0000-0002-8849-6746, 0000-0002-1482-5359",N,Essential marker to identify B lymphocytes.,Pancreas,UBERON:0001264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OMAP-13,P01275,HGNC:4191,GCG,Mouse,IgG1,Monoclonal,K79bB10,Abcam,ab10988,GR3212475-1,N,,400,Oligonucleotide,AB_297642,CODEX,4% PFA fixed frozen,1,Atto550,doi.org/10.17504/protocols.io.36wgq7dryvk5/v1,"0000-0002-8849-6746, 0000-0002-1482-5359",Y,Essential marker to identify alpha cells. This marker represents a prioritized target for human pancreas.,Pancreas,UBERON:0001264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OMAP-13,P01732,HGNC:1706,CD8A,Mouse,IgG1,Monoclonal,SK1,Akoya Biosciences,4150004,B340130,N,,300,Oligonucleotide,AB_2895049,CODEX,4% PFA fixed frozen,2,AF488,doi.org/10.17504/protocols.io.36wgq7dryvk5/v1,"0000-0002-8849-6746, 0000-0002-1482-5359",N,Marker to identify cytotoxic T cells.,Pancreas,UBERON:0001264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OMAP-13,P28906,HGNC:1662,CD34,Mouse,IgG2a kappa,Monoclonal,561,BioLegend,343602,B286109,N,,200,Oligonucleotide,AB_1732014,CODEX,4% PFA fixed frozen,2,AF647,doi.org/10.17504/protocols.io.36wgq7dryvk5/v1,"0000-0002-8849-6746, 0000-0002-1482-5359",N,"Marker expressed by some vascular endothelial cells, pericytes, and other stromal cells in pancreas.",Pancreas,UBERON:0001264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OMAP-13,P24043,HGNC:6482,LAMA2,Rabbit,IgG,Monoclonal,EPR21890,Abcam,ab238458,GR3239015-3,Y,,200,Oligonucleotide,AB_2924253,CODEX,4% PFA fixed frozen,2,Atto550,doi.org/10.17504/protocols.io.36wgq7dryvk5/v1,"0000-0002-8849-6746, 0000-0002-1482-5359",N,Extracellular matrix component and essential marker to identify activated stellate cells.,Pancreas,UBERON:0001264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OMAP-13,"P01903, P01911","HGNC:4947, HGNC:4948","HLA-DRA, HLA-DRB1",Mouse,IgG2a kappa,Monoclonal,L243,BioLegend,307602,B303913,N,,300,Oligonucleotide,AB_314684,CODEX,4% PFA fixed frozen,3,AF488,doi.org/10.17504/protocols.io.36wgq7dryvk5/v1,"0000-0002-8849-6746, 0000-0002-1482-5359",N,Marker expressed by antigen-presenting cells.,Pancreas,UBERON:0001264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OMAP-13,P07766,HGNC:1674,CD3E,Mouse,IgG1,Monoclonal,UCHT1,Akoya Biosciences,4550103,B306391,N,,250,Oligonucleotide,AB_2895047,CODEX,4% PFA fixed frozen,3,AF647,doi.org/10.17504/protocols.io.36wgq7dryvk5/v1,"0000-0002-8849-6746, 0000-0002-1482-5359",N,Essential marker to identify T cells.,Pancreas,UBERON:0001264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OMAP-13,P61278,HGNC:11329,SST,Mouse,IgG1,Monoclonal,7G5,Novus Biologicals,NBP2-37447,160825,N,,600,Oligonucleotide,AB_2890053,CODEX,4% PFA fixed frozen,3,Atto550,doi.org/10.17504/protocols.io.36wgq7dryvk5/v1,"0000-0002-8849-6746, 0000-0002-1482-5359",Y,Essential marker to identify delta cells.  This marker represents a prioritized target for human pancreas.,Pancreas,UBERON:0001264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OMAP-13,Q9UBU3,HGNC:18129,GHRL,Rat,IgG2a,Monoclonal,883622,R&D Systems,MAB8200,CILU021909B,N,,500,Oligonucleotide,AB_2637039,CODEX,4% PFA fixed frozen,4,AF488,doi.org/10.17504/protocols.io.36wgq7dryvk5/v1,"0000-0002-8849-6746, 0000-0002-1482-5359",N,Essential marker to identify epsilon cells.,Pancreas,UBERON:0001264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OMAP-13,P08247,HGNC:11506,SYP,Mouse,IgG1,Monoclonal,7H12,Cell Signaling Technology,25056SF,12270BF,N,,300,Oligonucleotide,AB_2924257,CODEX,4% PFA fixed frozen,4,AF647,doi.org/10.17504/protocols.io.36wgq7dryvk5/v1,"0000-0002-8849-6746, 0000-0002-1482-5359",Y,Essential marker to identify endocrine cells and neuronal structures. This marker represents a prioritized target for human pancreas.,Pancreas,UBERON:0001264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OMAP-13,P62736,HGNC:130,ACTA2,Rabbit,IgG,Monoclonal,D4K9N,Cell Signaling Technology,50513SF,19245BF,N,,500,Oligonucleotide,AB_2924256,CODEX,4% PFA fixed frozen,4,Atto550,doi.org/10.17504/protocols.io.36wgq7dryvk5/v1,"0000-0002-8849-6746, 0000-0002-1482-5359",N,"Essential marker to identify smooth muscle cells, activated stellate cells.",Pancreas,UBERON:0001264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OMAP-13,"P04264, P35908, P12035, P19013, P13647, P02538, P04259, P48668, P08729, P05787, P13645, P02533, P19012, P08779, P08727","HGNC:6412, HGNC:6439, HGNC:6440, HGNC:6441, HGNC:6442, HGNC:6443, HGNC:6444, HGNC:20406, HGNC:6445, HGNC:6446, HGNC:6413, HGNC:6416, HGNC:6421, HGNC:6423, HGNC:6436","KRT1, KRT2, KRT3, KRT4, KRT5, KRT6A, KRT6B, KRT7, KRT8, KRT10, KRT14, KRT15, KRT16, KRT19",Mouse,IgG1,Monoclonal,AE-1/AE-3,Akoya Biosciences,4150020,GR3323106-5,N,,500,Oligonucleotide,AB_2924252,CODEX,4% PFA fixed frozen,5,AF488,doi.org/10.17504/protocols.io.36wgq7dryvk5/v1,"0000-0002-8849-6746, 0000-0002-1482-5359",Y,"Essential marker to identify ductal cells (intralobular, interlobular, and intercalated). This marker represents a prioritized target for human pancreas.",Pancreas,UBERON:0001264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OMAP-13,P01730,HGNC:1678,CD4,Mouse,IgG1,Monoclonal,SK3,Akoya Biosciences,4550105,B344466,N,,300,Oligonucleotide,AB_2895048,CODEX,4% PFA fixed frozen,5,AF647,doi.org/10.17504/protocols.io.36wgq7dryvk5/v1,"0000-0002-8849-6746, 0000-0002-1482-5359",N,Marker to identify helper T cells.,Pancreas,UBERON:0001264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OMAP-13,O75355,HGNC:3365,ENTPD3,Mouse,IgG2b,Monoclonal,hN3-B3S,Powers laboratory,hN3-B3S,24,N,,100,Oligonucleotide,AB_2752250,CODEX,4% PFA fixed frozen,5,Atto550,doi.org/10.17504/protocols.io.36wgq7dryvk5/v1,"0000-0002-8849-6746, 0000-0002-1482-5359",N,Cell surface marker expressed by beta cells and some delta cells.,Pancreas,UBERON:0001264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OMAP-13,P05023,HGNC:799,ATP1A1,Rabbit,IgG,Monoclonal,D4Y7E,Cell Signaling Technology,99935SF,23565BF,N,,300,Oligonucleotide,AB_2798866,CODEX,4% PFA fixed frozen,6,AF488,doi.org/10.17504/protocols.io.36wgq7dryvk5/v1,"0000-0002-8849-6746, 0000-0002-1482-5359",N,Cell membrane marker aiding with segmentation (prominent in endocrine cells).,Pancreas,UBERON:0001264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OMAP-13,P08670,HGNC:12692,VIM,Mouse,IgG1,Monoclonal,RV202,BD Biosciences,550513,1274497,N,,200,Oligonucleotide,AB_393716,CODEX,4% PFA fixed frozen,6,AF647,doi.org/10.17504/protocols.io.36wgq7dryvk5/v1,"0000-0002-8849-6746, 0000-0002-1482-5359",N,Extracellular matrix component and essential marker to identify stellate cells and other stromal cells.,Pancreas,UBERON:0001264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OMAP-13,P16284,HGNC:8823,PECAM1,Mouse,IgG1,Monoclonal,WM59,Akoya Biosciences,4250009,B306393,N,,400,Oligonucleotide,AB_2895051,CODEX,4% PFA fixed frozen,6,Atto550,doi.org/10.17504/protocols.io.36wgq7dryvk5/v1,"0000-0002-8849-6746, 0000-0002-1482-5359",Y,Essential marker to identify vascular endothelial cells. This marker represents a prioritized target for human pancreas.,Pancreas,UBERON:0001264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OMAP-13,P01308,HGNC:6081,INS,Mouse,IgG1,Monoclonal,C-PEP-01,ThermoFisher,MA1-19159,UD2757047,N,,300,Oligonucleotide,AB_1073884,CODEX,4% PFA fixed frozen,7,AF488,doi.org/10.17504/protocols.io.36wgq7dryvk5/v1,"0000-0002-8849-6746, 0000-0002-1482-5359",Y,Essential marker to identify beta cells. This marker represents a prioritized target for human pancreas.,Pancreas,UBERON:0001264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OMAP-13,P20702,HGNC:6152,ITGAX,Mouse,IgG2b,Monoclonal,S-HCL-3,Akoya Biosciences,4550107,B346365,N,,150,Oligonucleotide,AB_2895050,CODEX,4% PFA fixed frozen,7,AF647,doi.org/10.17504/protocols.io.36wgq7dryvk5/v1,"0000-0002-8849-6746, 0000-0002-1482-5359",N,"Myeloid marker to identify macrophages, monocytes, and dendritic cells.",Pancreas,UBERON:0001264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OMAP-13,Q9Y5Y7,HGNC:14687,LYVE1,Goat,IgG,Polyclonal,,R&D Systems,AF2089,KPY012303B,N,,200,Oligonucleotide,AB_355144,CODEX,4% PFA fixed frozen,7,Atto550,doi.org/10.17504/protocols.io.36wgq7dryvk5/v1,"0000-0002-8849-6746, 0000-0002-1482-5359",N,Essential marker to identify lymphatic endothelial cells.,Pancreas,UBERON:0001264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OMAP-13,P55008,HGNC:352,AIF1,Rabbit,IgG,Monoclonal,EPR16589,Abcam,ab221790,GR3173551-1,Y,,200,Oligonucleotide,AB_2924254,CODEX,4% PFA fixed frozen,8,AF647,doi.org/10.17504/protocols.io.36wgq7dryvk5/v1,"0000-0002-8849-6746, 0000-0002-1482-5359",N,Essential marker to identify macrophages.,Pancreas,UBERON:0001264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OMAP-13,P55259,HGNC:4441,GP2,Mouse,IgG2a kappa,Monoclonal,GP2/1803,Novus Biologicals,NBP2-75781,2813-3PABX230116,N,,500,Oligonucleotide,AB_2935843,CODEX,4% PFA fixed frozen,8,AF488,doi.org/10.17504/protocols.io.36wgq7dryvk5/v1,"0000-0002-8849-6746, 0000-0002-1482-5359",Y,Essential marker to identify acinar cells.  This marker represents a prioritized target for human pancreas.,Pancreas,UBERON:0001264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OMAP-13,P01298,HGNC:9327,PPY,Mouse,IgG1,Monoclonal,548416,R&D Systems,MAB62971,CERM031909C,N,,600,Oligonucleotide,AB_11127208,CODEX,4% PFA fixed frozen,8,Atto550,doi.org/10.17504/protocols.io.36wgq7dryvk5/v1,"0000-0002-8849-6746, 0000-0002-1482-5359",N,Essential marker to identify gamma cells.,Pancreas,UBERON:0001264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OMAP-13,P43121,HGNC:6934,MCAM,Mouse,IgG1 kappa,Monoclonal,P1H12,BioLegend,361002,B257579,N,,200,Oligonucleotide,AB_2562883,CODEX,4% PFA fixed frozen,9,AF488,doi.org/10.17504/protocols.io.36wgq7dryvk5/v1,"0000-0002-8849-6746, 0000-0002-1482-5359",N,Essential marker to identify capillary pericytes; it also marks vascular smooth muscle cells around large vessels.,Pancreas,UBERON:0001264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OMAP-13,P10645,HGNC:1929,CHGA,Mouse,IgG1 kappa,Monoclonal,LK2H10 + PHE5 + CGA/414,Novus Biologicals,NBP2-34674,1113-5PABX180117,N,,300,Oligonucleotide,AB_2864388,CODEX,4% PFA fixed frozen,9,AF647,doi.org/10.17504/protocols.io.36wgq7dryvk5/v1,"0000-0002-8849-6746, 0000-0002-1482-5359",N,Essential marker to identify neuroendocrine cells.,Pancreas,UBERON:0001264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OMAP-13,P08571,HGNC:1628,CD14,Mouse,IgG1 kappa,Monoclonal,HCD14,BioLegend,325602,B300375,N,,100,Oligonucleotide,AB_830675,CODEX,4% PFA fixed frozen,9,Atto550,doi.org/10.17504/protocols.io.36wgq7dryvk5/v1,"0000-0002-8849-6746, 0000-0002-1482-5359",N,Essential marker to identify macrophages and monocytes.,Pancreas,UBERON:0001264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
