OMAP-15: Organ Mapping Antibody Panel (OMAP) for Multiplexed Antibody-Based Imaging of Human Intestine with CODEX,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Author Name(s):,Bei Wei; Joanna Yang Bi,,,,,,,,,,,,,,,,,,,,,,,,
Author ORCID(s):,0000-0003-1516-8802; 0009-0009-0194-4226,,,,,,,,,,,,,,,,,,,,,,,,
Reviewer(s):,Elizabeth McDonough; Diane Saunders; Ellen M. Quardokus,,,,,,,,,,,,,,,,,,,,,,,,
Reviewer ORCID(s):,0000-0001-7524-8260; 0000-0002-8849-6746; 0000-0001-7655-4833,,,,,,,,,,,,,,,,,,,,,,,,
General Publication(s):,https://doi.org/10.1038/s41596-021-00556-8,,,,,,,,,,,,,,,,,,,,,,,,
Data DOI:,https://doi.org/10.48539/HBM332.XBSP.863,,,,,,,,,,,,,,,,,,,,,,,,
Date:,"June 15, 2025",,,,,,,,,,,,,,,,,,,,,,,,
Version Number:,v1.1,,,,,,,,,,,,,,,,,,,,,,,,
omap_id,uniprot_accession_number,HGNC_ID,target_symbol,host,isotype,clonality,clone_id,vendor,catalog_number,lot_number,recombinant,concentration_value,dilution_factor,conjugate,rrid,method,tissue_preservation,cycle_number,fluorescent_reporter,protocol_doi,author_orcids,core_panel,rationale,organ,organ_uberon
OMAP-15,P55259,HGNC:4441 ,GP2,Rabbit,IgG,Polyclonal,,Thermo Fisher Scientific,PIPA542593,,N,3.57,,Oligonucleotide,AB_2608499,CODEX,FFPE,11,Cy3,https://dx.doi.org/10.17504/protocols.io.n92ldm6y9l5b/v1,0000-0003-1516-8802,N,This marker defines M cells.,intestine,UBERON:0000160
OMAP-15,P16284,HGNC:8823,PECAM1,Mouse,IgG1,Monoclonal,C31.3 + C31.7 + C31.10,Novus Biologicals,NBP2-47785,,N,3.57,,Oligonucleotide,AB_2864381,CODEX,FFPE,12,Cy3,https://dx.doi.org/10.17504/protocols.io.n92ldm6y9l5b/v1,0000-0003-1516-8802,N,This marker defines endothelial cells.,intestine,UBERON:0000160
OMAP-15,"P19013, P13647, P02538, P04259, P48668, P05787, P13645, P13646, P05783
        ","HGNC:6441, HGNC:6442, HGNC:6443, HGNC:6444, HGNC:20406, HGNC:6446, HGNC:6413, HGNC:6415, HGNC:6430","KRT4, KRT5, KRT6A, KRT6B, KRT6C, KRT8, KRT10, KRT13, KRT18",Mouse,IgG1 kappa,Monoclonal,C-11,BioLegend,628602,,N,3.57,,Oligonucleotide,AB_439774,CODEX,FFPE,13,Cy3,https://dx.doi.org/10.17504/protocols.io.n92ldm6y9l5b/v1,0000-0003-1516-8802,Y,This marker defines epithelial cells and represents a prioritized target in the intestine OMAP.,intestine,UBERON:0000160
OMAP-15,P13591,HGNC:7656 ,NCAM1,Rabbit,IgG1,Monoclonal,MRQ-42,Cell Marque,156R,,N,1.79,,Oligonucleotide,AB_2864402,CODEX,FFPE,14,Cy3,https://dx.doi.org/10.17504/protocols.io.n92ldm6y9l5b/v1,0000-0003-1516-8802,N,This marker defines natural killer and neuronal cells.,intestine,UBERON:0000160
OMAP-15,Q15661 ,HGNC:12019,TPSAB1,Mouse,IgG1,Monoclonal,AA1,Abcam,ab2378,,N,1.79,,Oligonucleotide,AB_303023,CODEX,FFPE,15,Cy3,https://dx.doi.org/10.17504/protocols.io.n92ldm6y9l5b/v1,0000-0003-1516-8802,N,This marker defines mast cells.,intestine,UBERON:0000160
OMAP-15,P34810,HGNC:1693,CD68,Mouse,IgG1 kappa,Monoclonal,KP-1,BioLegend,916104,,N,0.71,,Oligonucleotide,AB_2616797,CODEX,FFPE,16,Cy3,https://dx.doi.org/10.17504/protocols.io.n92ldm6y9l5b/v1,0000-0003-1516-8802,N,This marker defines M1 macrophages.,intestine,UBERON:0000160
OMAP-15,P08575,HGNC:9666,PTPRC,Mouse,IgG1 kappa,Monoclonal,2B11+PD7/263,Novus Biologicals,NBP2-34528,,N,1.79,,Oligonucleotide,AB_2864384,CODEX,FFPE,17,Cy3,https://dx.doi.org/10.17504/protocols.io.n92ldm6y9l5b/v1,0000-0003-1516-8802,Y,This marker defines immune cells and represents a prioritized target in the intestine OMAP.,intestine,UBERON:0000160
OMAP-15,P02462,HGNC:2202,COL4A1,Rabbit,IgG,Polyclonal,,Abcam,ab6586,,N,3.57,,Oligonucleotide,AB_305584,CODEX,FFPE,18,Cy3,https://dx.doi.org/10.17504/protocols.io.n92ldm6y9l5b/v1,0000-0003-1516-8802,N,This marker defines extracellular matrix.,intestine,UBERON:0000160
OMAP-15,P08247,HGNC:11506,SYP,Mouse,IgG1,Monoclonal,7H12,Novus Biologicals,NBP1-47483,,N,1.07,,Oligonucleotide,AB_10010435,CODEX,FFPE,19,Cy3,https://dx.doi.org/10.17504/protocols.io.n92ldm6y9l5b/v1,0000-0003-1516-8802,N,This marker defines neuronal cells.,intestine,UBERON:0000160
OMAP-15,P05023, HGNC:799 ,ATP1A1,Rabbit,IgG,Monoclonal,HL114,Invitrogen,MA5-36259,,Y,7.14,,Oligonucleotide,AB_2890241,CODEX,FFPE,20,Cy3,https://dx.doi.org/10.17504/protocols.io.n92ldm6y9l5b/v1,0000-0003-1516-8802,N,This marker defines extracellular matrix.,intestine,UBERON:0000160
OMAP-15,P04216,HGNC:11801,THY1,Rabbit,IgG,Monoclonal,EPR3132,Abcam,ab221607,,Y,7.14,,Oligonucleotide,AB_3095757,CODEX,FFPE,1,Cy5,https://dx.doi.org/10.17504/protocols.io.n92ldm6y9l5b/v1,0000-0003-1516-8802,N,This marker defines stromal cells.,intestine,UBERON:0000160
OMAP-15,P01589,HGNC:6008,IL2RA,Mouse,IgG2b,Monoclonal,4C9,Cell Marque,125M,,N,8.93,,Oligonucleotide,AB_2864401,CODEX,FFPE,2,Cy5,https://dx.doi.org/10.17504/protocols.io.n92ldm6y9l5b/v1,0000-0003-1516-8802,N,This marker defines Tregs.,intestine,UBERON:0000160
OMAP-15,P02751,HGNC:3778,FN1,Rabbit,IgG,Monoclonal,E5H6X,Cell Signaling Technology,26836,,N,3.57,,Oligonucleotide,AB_3095825,CODEX,FFPE,3,Cy5,https://dx.doi.org/10.17504/protocols.io.n92ldm6y9l5b/v1,0000-0003-1516-8802,N,This marker defines extracellular matrix.,intestine,UBERON:0000160
OMAP-15,Q6UX06,HGNC:17190,OLFM4,Rabbit,IgG,Monoclonal,D1E4M,Cell Signaling Technology,75587,,N,3.57,,Oligonucleotide,AB_3095821,CODEX,FFPE,4,Cy5,https://dx.doi.org/10.17504/protocols.io.n92ldm6y9l5b/v1,0000-0003-1516-8802,N,This marker defines epithelial stem cells.,intestine,UBERON:0000160
OMAP-15,Q9P2W7,HGNC:921,B3GAT1,Mouse,IgM kappa,Monoclonal,HNK1,BioLegend,322325,,N,7.14,,Oligonucleotide,AB_2563757,CODEX,FFPE,5,Cy5,https://dx.doi.org/10.17504/protocols.io.n92ldm6y9l5b/v1,0000-0003-1516-8802,N,This marker defines natural killer cells.,intestine,UBERON:0000160
OMAP-15,P10721,HGNC:6342,KIT,Rabbit,IgG,Monoclonal,EPR25707-134,Abcam,ab283666,,Y,7.14,,Oligonucleotide,AB_3095736,CODEX,FFPE,6,Cy5,https://dx.doi.org/10.17504/protocols.io.n92ldm6y9l5b/v1,0000-0003-1516-8802,N,This marker defines interstitial cells of Cajal.,intestine,UBERON:0000160
OMAP-15,P22897,HGNC:7228,CD206,Goat,IgG,Polyclonal,,R&D Systems,AF2534,,N,5.36,,Oligonucleotide,AB_2063019,CODEX,FFPE,7,Cy5,https://dx.doi.org/10.17504/protocols.io.n92ldm6y9l5b/v1,0000-0003-1516-8802,N,This marker defines M2 macrophages.,intestine,UBERON:0000160
OMAP-15,Q99626,HGNC:1806,CDX2,Rabbit,IgG,Monoclonal,D11D10,Cell Signaling Technology,12306,,Y,7.14,,Oligonucleotide,AB_2864405,CODEX,FFPE,8,Cy5,https://dx.doi.org/10.17504/protocols.io.n92ldm6y9l5b/v1,0000-0003-1516-8802,N,This marker defines epithelial cells.,intestine,UBERON:0000160
OMAP-15,Q6W4X9,HGNC:7517,MUC6,Mouse,IgG1,Monoclonal,CLH5,Abcam,ab212646,,N,3.57,,Oligonucleotide,AB_2864391 ,CODEX,FFPE,9,Cy5,https://dx.doi.org/10.17504/protocols.io.n92ldm6y9l5b/v1,0000-0003-1516-8802,N,This marker defines a subset of epithelial cells.,intestine,UBERON:0000160
OMAP-15,P35222,HGNC:2514,CTNNB1,Mouse,IgG1,Monoclonal,14,Cell Marque,224M,,N,7.14,,Oligonucleotide,AB_2864397,CODEX,FFPE,12,Cy5,https://dx.doi.org/10.17504/protocols.io.n92ldm6y9l5b/v1,0000-0003-1516-8802,N,This marker defines epithelial and neuronal cells.,intestine,UBERON:0000160
OMAP-15,Q86YL7,HGNC:29602,PDPN,Mouse,IgG1 kappa,Monoclonal,D2-40,BioLegend,916606,,N,5.36,,Oligonucleotide,AB_2565820 ,CODEX,FFPE,13,Cy5,https://dx.doi.org/10.17504/protocols.io.n92ldm6y9l5b/v1,0000-0003-1516-8802,N,This marker defines lymphatic endothelial cells.,intestine,UBERON:0000160
OMAP-15,P02452,HGNC:2197,COL1A1,Rabbit,IgG,Polyclonal,,Abcam,ab34710,,N,3.57,,Oligonucleotide,AB_731684 ,CODEX,FFPE,14,Cy5,https://dx.doi.org/10.17504/protocols.io.n92ldm6y9l5b/v1,0000-0003-1516-8802,N,This marker defines extracellular matrix.,intestine,UBERON:0000160
OMAP-15,P01876,HGNC:5478,IGHA1,Mouse,IgG1,Monoclonal,7D5F12,Invitrogen,MA5-31774,,N,1.43,,Oligonucleotide,AB_2787397,CODEX,FFPE,15,Cy5,https://dx.doi.org/10.17504/protocols.io.n92ldm6y9l5b/v1,0000-0003-1516-8802,N,This marker defines a subtype of plasma cells.,intestine,UBERON:0000160
OMAP-15,P24821,HGNC:5318,TNC,Mouse,IgG1,Monoclonal,SPM319,Abcam,ab212463,,N,3.57,,Oligonucleotide,AB_1130061,CODEX,FFPE,16,Cy5,https://dx.doi.org/10.17504/protocols.io.n92ldm6y9l5b/v1,0000-0003-1516-8802,N,This marker defines extracellular matrix.,intestine,UBERON:0000160
OMAP-15,P28907,HGNC:1667,CD38,Rabbit,IgG,Monoclonal,EPR4106,Abcam,ab176886,,Y,3.57,,Oligonucleotide,AB_2864383,CODEX,FFPE,17,Cy5,https://dx.doi.org/10.17504/protocols.io.n92ldm6y9l5b/v1,0000-0003-1516-8802,N,This marker defines plasma cells.,intestine,UBERON:0000160
OMAP-15,"P16234, P09619","HGNC:8803,  HGNC:8804","PDGFRA, PDGFRB",Rabbit,IgG,Monoclonal,Y92,Abcam,ab215978,,Y,3.57,,Oligonucleotide,AB_2894841,CODEX,FFPE,18,Cy5,https://dx.doi.org/10.17504/protocols.io.n92ldm6y9l5b/v1,0000-0003-1516-8802,N,This marker defines fibroblasts.,intestine,UBERON:0000160
OMAP-15,P15941,HGNC:7508,MUC1,Mouse,IgG1 kappa,Monoclonal,MUC1/955,NSJ Bioreagents,V2372SAF,,N,3.57,,Oligonucleotide,AB_2864392,CODEX,FFPE,19,Cy5,https://dx.doi.org/10.17504/protocols.io.n92ldm6y9l5b/v1,0000-0003-1516-8802,N,This marker defines a subset of epithelial cells.,intestine,UBERON:0000160
OMAP-15,Q01892,HGNC:11242,SPIB,Mouse,IgG1,Monoclonal,235D,Abcam,ab252783,,Y,8.93,,Oligonucleotide,AB_3095823,CODEX,FFPE,20,Cy5,https://dx.doi.org/10.17504/protocols.io.n92ldm6y9l5b/v1,0000-0003-1516-8802,N,This marker defines M cells.,intestine,UBERON:0000160
OMAP-15,P10645,HGNC:1929,CHGA,Mouse,IgG1 kappa,Monoclonal,LK2H10 + PHE5 + CGA/414,Novus Biologicals,NBP2-34674,,N,0.71,,Oligonucleotide,AB_2864388 ,CODEX,FFPE,2,AF750,https://dx.doi.org/10.17504/protocols.io.n92ldm6y9l5b/v1,0000-0003-1516-8802,N,This marker defines neuroendocrine cells.,intestine,UBERON:0000160
OMAP-15,P01871,HGNC:5541,IGHM,Mouse,IgG1 kappa,Monoclonal,rIM260,NeoBiotechnologies,3507-MSM14-P1ABX,,Y,3.57,,Oligonucleotide,AB_3095820,CODEX,FFPE,3,AF750,https://dx.doi.org/10.17504/protocols.io.n92ldm6y9l5b/v1,0000-0003-1516-8802,N,This marker defines a subset of plasma cells.,intestine,UBERON:0000160
OMAP-15,P11836,HGNC:7315,MS4A1,Mouse,IgG1 kappa,Monoclonal,rIGEL/773,Novus Biologicals,NBP2-54591,,N,3.57,,Oligonucleotide,AB_2864380,CODEX,FFPE,4,AF750,https://dx.doi.org/10.17504/protocols.io.n92ldm6y9l5b/v1,0000-0003-1516-8802,Y,This marker defines B cells and represents a prioritized target in the intestine OMAP.,intestine,UBERON:0000160
OMAP-15,P07766,HGNC:1674,CD3E,Rabbit,IgG1,Monoclonal,MRQ-39,Cell Marque,103R,,N,3.57,,Oligonucleotide,AB_2864399,CODEX,FFPE,5,AF750,https://dx.doi.org/10.17504/protocols.io.n92ldm6y9l5b/v1,0000-0003-1516-8802,Y,This marker defines T cells and represents a prioritized target in the intestine OMAP.,intestine,UBERON:0000160
OMAP-15,P01732,HGNC:1706,CD8A,Mouse,IgG1 kappa,Monoclonal,C8/144B,BioLegend,372902,,N,3.57,,Oligonucleotide,AB_3095824,CODEX,FFPE,6,AF750,https://dx.doi.org/10.17504/protocols.io.n92ldm6y9l5b/v1,0000-0003-1516-8802,N,This marker defines cyototoxic T cells.,intestine,UBERON:0000160
OMAP-15,P09936,HGNC:12513,UCHL1,Mouse,IgG2a kappa,Monoclonal,SPM575,Novus Biologicals,NBP2-34808,,N,3.57,,Oligonucleotide,AB_2890054,CODEX,FFPE,7,AF750,https://dx.doi.org/10.17504/protocols.io.n92ldm6y9l5b/v1,0000-0003-1516-8802,N,This marker defines neuronal cells.,intestine,UBERON:0000160
OMAP-15,P08670,HGNC:12692,VIM,Mouse,IgG1,Monoclonal,RV202,BD Biosciences,550513,,N,1.79,,Oligonucleotide,AB_393716,CODEX,FFPE,8,AF750,https://dx.doi.org/10.17504/protocols.io.n92ldm6y9l5b/v1,0000-0003-1516-8802,Y,This marker defines stromal cells and represents a prioritized target in the intestine OMAP.,intestine,UBERON:0000160
OMAP-15,P62736,HGNC:130,ACTA2,Rabbit,IgG,Polyclonal,,Abcam,ab5694,,N,1.79,,Oligonucleotide,AB_2223021,CODEX,FFPE,9,AF750,https://dx.doi.org/10.17504/protocols.io.n92ldm6y9l5b/v1,0000-0003-1516-8802,Y,This marker defines smooth muscle cells and represents a prioritized target in the intestine OMAP.,intestine,UBERON:0000160
OMAP-15,P22083,HGNC:4015,FUT4,Mouse,IgM kappa,Monoclonal,MMA,BD Biosciences,559045,,N,1.79,,Oligonucleotide,AB_397181,CODEX,FFPE,10,AF750,https://dx.doi.org/10.17504/protocols.io.n92ldm6y9l5b/v1,0000-0003-1516-8802,N,This marker defines neutrophils.,intestine,UBERON:0000160
OMAP-15,Q9NYZ4,HGNC:10877,SIGLEC8,Rabbit,IgG,Polyclonal,,Invitrogen,PA5-28846,,N,1.07,,Oligonucleotide,AB_2546322,CODEX,FFPE,11,AF750,https://dx.doi.org/10.17504/protocols.io.n92ldm6y9l5b/v1,0000-0003-1516-8802,N,This marker defines eosinophils.,intestine,UBERON:0000160
OMAP-15,P16671,HGNC:1663,CD36,Rabbit,IgG,Monoclonal,D8L9T,Cell Signaling Technology,39914,,Y,1.07,,Oligonucleotide,AB_3095756,CODEX,FFPE,12,AF750,https://dx.doi.org/10.17504/protocols.io.n92ldm6y9l5b/v1,0000-0003-1516-8802,N,This marker defines endothelial cells.,intestine,UBERON:0000160
OMAP-15,Q02817,HGNC:7512,MUC2,Mouse,IgG1,Monoclonal,996/1,Novus Biologicals,NB120-11197,,N,1.07,,Oligonucleotide,AB_791261,CODEX,FFPE,13,AF750,https://dx.doi.org/10.17504/protocols.io.n92ldm6y9l5b/v1,0000-0003-1516-8802,N,This marker defines goblet cells.,intestine,UBERON:0000160
OMAP-15,P01730,HGNC:1678,CD4,Rabbit,IgG,Monoclonal,EPR6855,Abcam,ab181724,,Y,1.07,,Oligonucleotide,AB_2864377,CODEX,FFPE,14,AF750,https://dx.doi.org/10.17504/protocols.io.n92ldm6y9l5b/v1,0000-0003-1516-8802,N,This marker defines helper T cells.,intestine,UBERON:0000160
OMAP-15,Q86VB7,HGNC:1631,CD163,Mouse,IgG1,Monoclonal,EDHu-1,Novus Biologicals,NB110-40686,,N,0.71,,Oligonucleotide,AB_714951,CODEX,FFPE,16,AF750,https://dx.doi.org/10.17504/protocols.io.n92ldm6y9l5b/v1,0000-0003-1516-8802,N,This marker defines M2 macrophages.,intestine,UBERON:0000160
OMAP-15,P18827,HGNC:10658,SDC1,Mouse,IgG1,Monoclonal,B-A38,Invitrogen,MA1-10091 ,,N,0.71,,Oligonucleotide,AB_11153181,CODEX,FFPE,17,AF750,https://dx.doi.org/10.17504/protocols.io.n92ldm6y9l5b/v1,0000-0003-1516-8802,Y,This marker defines plasma cells and represents a prioritized target in the intestine OMAP.,intestine,UBERON:0000160
OMAP-15,P48436,HGNC:11204,SOX9,Rabbit,IgG,Monoclonal,D8G8H,Cell Signaling Technology,82630BF,,N,1.79,,Oligonucleotide,AB_2665492,CODEX,FFPE,18,AF750,https://dx.doi.org/10.17504/protocols.io.n92ldm6y9l5b/v1,0000-0003-1516-8802,N,This marker defines transit-amplifying epithelial cells.,intestine,UBERON:0000160
